"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.396","sim397","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","MILLER ZOE","173.8775","1","3"
"data.397","sim398","BILES SIMONE","JONG KATELYN","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","172.42525","1","3"
"data.398","sim399","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","ROBERSON JOSCELYN","MILLER ZOE","174.07375","1","3"
"data.399","sim400","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","175.6045","1","3"
"data.400","sim401","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","BLAKELY SKYE","MILLER ZOE","172.73925","1","3"
"data.401","sim402","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","DISIDORE AMELIA","MILLER ZOE","170.816","1","3"
"data.402","sim403","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","ROBERSON JOSCELYN","174.23075","1","3"
"data.403","sim404","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","174.38775","1","3"
"data.404","sim405","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","173.36725","1","3"
"data.405","sim406","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","174.1915","1","3"
"data.406","sim407","BILES SIMONE","CAREY JADE","ROBERSON JOSCELYN","JONES SHILESE","WONG LEANNE","172.7785","1","3"
"data.407","sim408","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","WONG LEANNE","174.427","1","3"
"data.408","sim409","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","173.4065","1","3"
"data.409","sim410","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","ROBERSON JOSCELYN","JONES SHILESE","170.93375","1","3"
"data.410","sim411","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","MILLER ZOE","173.44575","1","3"
"data.411","sim412","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","CHILES JORDAN","174.1915","1","3"
"data.412","sim413","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","175.32975","1","3"
"data.413","sim414","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","173.21025","1","3"
"data.414","sim415","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","BLAKELY SKYE","JONES SHILESE","172.26825","1","3"
"data.415","sim416","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CAREY JADE","175.17275","1","3"
"data.416","sim417","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","CAREY JADE","173.7205","1","3"
"data.417","sim418","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","BLAKELY SKYE","CAREY JADE","174.46625","1","3"
"data.418","sim419","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","JONES SHILESE","171.79725","1","3"
"data.419","sim420","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.23075","1","3"
"data.420","sim421","BILES SIMONE","BLAKELY SKYE","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","173.13175","1","3"
"data.421","sim422","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","BLAKELY SKYE","JONES SHILESE","172.58225","1","3"
"data.422","sim423","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","173.75975","1","3"
"data.423","sim424","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","JONES SHILESE","171.79725","1","3"
"data.424","sim425","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","WONG LEANNE","173.44575","1","3"
"data.425","sim426","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","ROBERSON JOSCELYN","JONES SHILESE","172.9355","1","3"
"data.426","sim427","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","ROBERSON JOSCELYN","172.26825","1","3"
"data.427","sim428","MCCLAIN KONNOR","BILES SIMONE","CAREY JADE","WONG LEANNE","JONES SHILESE","172.42525","1","3"
"data.428","sim429","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","SUMANASEKERA TIANA","172.50375","1","3"
"data.429","sim430","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","172.7","1","3"
"data.430","sim431","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","MILLER ZOE","CAREY JADE","172.18975","1","3"
"data.431","sim432","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","174.3485","1","3"
"data.432","sim433","BILES SIMONE","MCCLAIN KONNOR","PIERSON BROOKE","LINCOLN KALIYA","BLAKELY SKYE","173.171","1","3"
"data.433","sim434","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","JONES SHILESE","174.46625","1","3"
"data.434","sim435","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","CAREY JADE","JONES SHILESE","172.66075","1","3"
"data.435","sim436","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","173.956","1","3"
"data.436","sim437","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","172.66075","1","3"
"data.437","sim438","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","CAREY JADE","172.89625","1","3"
"data.438","sim439","BILES SIMONE","JONES SHILESE","CAREY JADE","MCCLAIN KONNOR","SULLIVAN ASHLEE","172.66075","1","3"
"data.439","sim440","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","174.3485","1","3"
"data.440","sim441","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","ROBERSON JOSCELYN","172.03275","1","3"
"data.441","sim442","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","MILLER ZOE","173.171","1","3"
"data.442","sim443","BILES SIMONE","MCCLAIN KONNOR","MILLER ZOE","CHILES JORDAN","JONES SHILESE","173.956","1","3"
"data.443","sim444","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","WONG LEANNE","174.3485","1","3"
"data.444","sim445","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","CAREY JADE","WONG LEANNE","172.386","1","3"
"data.445","sim446","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","CAREY JADE","172.58225","1","3"
"data.446","sim447","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CAREY JADE","MILLER ZOE","172.7","1","3"
"data.447","sim448","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","ROBERSON JOSCELYN","174.584","1","3"
"data.448","sim449","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","WONG LEANNE","173.44575","1","3"
"data.449","sim450","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","ROSEN KATELYN","173.28875","1","3"
"data.450","sim451","BILES SIMONE","MATTHEWS NOLA","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","173.4065","1","3"
"data.451","sim452","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","JUNG LEVI","WONG LEANNE","171.6795","1","3"
"data.452","sim453","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","172.229","1","3"
"data.453","sim454","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","CAREY JADE","172.81775","1","3"
"data.454","sim455","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","174.23075","1","3"
"data.455","sim456","JONES SHILESE","MCCLAIN KONNOR","BILES SIMONE","LINCOLN KALIYA","CHILES JORDAN","172.6215","1","3"
"data.456","sim457","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","WONG LEANNE","173.485","1","3"
"data.457","sim458","JONES SHILESE","MCCLAIN KONNOR","BILES SIMONE","CAREY JADE","LINCOLN KALIYA","173.956","1","3"
"data.458","sim459","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","CAREY JADE","172.857","1","3"
"data.459","sim460","BILES SIMONE","MCCLAIN KONNOR","BLAKELY SKYE","MATTHEWS NOLA","SUMANASEKERA TIANA","173.642","1","3"
"data.460","sim461","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","171.5225","1","3"
"data.461","sim462","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","171.95425","1","3"
"data.462","sim463","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","JONG KATELYN","172.9355","1","3"
"data.463","sim464","BILES SIMONE","CAREY JADE","JONES SHILESE","BLAKELY SKYE","MILLER ZOE","173.60275","1","3"
"data.464","sim465","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","173.99525","1","3"
"data.465","sim466","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","WONG LEANNE","172.03275","1","3"
"data.466","sim467","BILES SIMONE","JONES SHILESE","SUMANASEKERA TIANA","CAREY JADE","MILLER ZOE","172.81775","1","3"
"data.467","sim468","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","174.3485","1","3"
"data.468","sim469","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","173.328","1","3"
"data.469","sim470","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","LINCOLN KALIYA","172.7785","1","3"
"data.470","sim471","BILES SIMONE","BLAKELY SKYE","LINCOLN KALIYA","JONES SHILESE","CAREY JADE","172.66075","1","3"
"data.471","sim472","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","MILLER ZOE","173.13175","1","3"
"data.472","sim473","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","JONES SHILESE","173.0925","1","3"
"data.473","sim474","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","173.485","1","3"
"data.474","sim475","BILES SIMONE","JONES SHILESE","LINCOLN KALIYA","ROBERSON JOSCELYN","WONG LEANNE","172.7785","1","3"
"data.475","sim476","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","JONG KATELYN","172.857","1","3"
"data.476","sim477","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","CAREY JADE","175.56525","1","3"
"data.477","sim478","BILES SIMONE","BLAKELY SKYE","SUMANASEKERA TIANA","CAREY JADE","JONES SHILESE","173.8775","1","3"
"data.478","sim479","BILES SIMONE","ROBERSON JOSCELYN","CHILES JORDAN","JONES SHILESE","MILLER ZOE","173.21025","1","3"
"data.479","sim480","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","174.427","1","3"
"data.480","sim481","BILES SIMONE","BLAKELY SKYE","CAREY JADE","JONES SHILESE","MCCLAIN KONNOR","173.956","1","3"
"data.481","sim482","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","CAREY JADE","173.75975","1","3"
"data.482","sim483","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","ROBERSON JOSCELYN","173.956","1","3"
"data.483","sim484","BILES SIMONE","CAREY JADE","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","172.58225","1","3"
"data.484","sim485","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","175.526","1","3"
"data.485","sim486","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","CAREY JADE","173.13175","1","3"
"data.486","sim487","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","173.171","1","3"
"data.487","sim488","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","MATTHEWS NOLA","JONES SHILESE","173.44575","1","3"
"data.488","sim489","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","173.014","1","3"
"data.489","sim490","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","CAREY JADE","174.07375","1","3"
"data.490","sim491","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MATTHEWS NOLA","MILLER ZOE","172.89625","1","3"
"data.491","sim492","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","BLAKELY SKYE","WONG LEANNE","173.014","1","3"
"data.492","sim493","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","WONG LEANNE","173.99525","1","3"
"data.493","sim494","BILES SIMONE","SULLIVAN ASHLEE","CAREY JADE","ROBERSON JOSCELYN","JONES SHILESE","172.857","1","3"
"data.494","sim495","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","SULLIVAN ASHLEE","171.13","1","3"
"data.495","sim496","JONES SHILESE","MCCLAIN KONNOR","BILES SIMONE","CHILES JORDAN","MILLER ZOE","172.072","1","3"
"data.496","sim497","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","173.799","1","3"
"data.497","sim498","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","173.99525","1","3"
"data.498","sim499","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","173.7205","1","3"
"data.499","sim500","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","JONES SHILESE","173.014","1","3"
"data.500","sim501","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","CHILES JORDAN","WONG LEANNE","172.072","1","3"
"data.501","sim502","BILES SIMONE","ROBERSON JOSCELYN","CAREY JADE","JONES SHILESE","BLAKELY SKYE","172.03275","1","3"
"data.502","sim503","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","171.8365","1","3"
"data.503","sim504","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","174.0345","1","3"
"data.504","sim505","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","BOOTH CHARLOTTE","171.24775","1","3"
"data.505","sim506","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","172.89625","1","3"
"data.506","sim507","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","174.23075","1","3"
"data.507","sim508","BILES SIMONE","JONES SHILESE","MILLER ZOE","BLAKELY SKYE","CAREY JADE","171.3655","1","3"
"data.508","sim509","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","173.99525","1","3"
"data.509","sim510","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","JONES SHILESE","172.11125","1","3"
"data.510","sim511","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","WONG LEANNE","172.97475","1","3"
"data.511","sim512","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","MILLER ZOE","173.5635","1","3"
"data.512","sim513","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","173.171","1","3"
"data.513","sim514","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","171.5225","1","3"
"data.514","sim515","BILES SIMONE","LINCOLN KALIYA","ROBERSON JOSCELYN","MILLER ZOE","MCCLAIN KONNOR","169.91325","1","3"
"data.515","sim516","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","173.28875","1","3"
"data.516","sim517","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","JONES SHILESE","172.26825","1","3"
"data.517","sim518","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","MILLER ZOE","JONES SHILESE","171.32625","1","3"
"data.518","sim519","BILES SIMONE","LINCOLN KALIYA","MCCLAIN KONNOR","BLAKELY SKYE","CAREY JADE","172.1505","1","3"
"data.519","sim520","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","171.8365","1","3"
"data.520","sim521","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","WONG LEANNE","174.54475","1","3"
"data.521","sim522","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","CAREY JADE","173.2495","1","3"
"data.522","sim523","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","WONG LEANNE","172.66075","1","3"
"data.523","sim524","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","ROBERSON JOSCELYN","MILLER ZOE","172.97475","1","3"
"data.524","sim525","BILES SIMONE","JONES SHILESE","ROBERSON JOSCELYN","MILLER ZOE","CAREY JADE","172.81775","1","3"
"data.525","sim526","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","BLAKELY SKYE","175.17275","1","3"
"data.526","sim527","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","173.68125","1","3"
"data.527","sim528","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","171.915","1","3"
"data.528","sim529","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","JONES SHILESE","174.15225","1","3"
"data.529","sim530","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CAREY JADE","173.485","1","3"
"data.530","sim531","BILES SIMONE","ROBERSON JOSCELYN","MCCLAIN KONNOR","BLAKELY SKYE","JONES SHILESE","173.68125","1","3"
"data.531","sim532","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","175.95775","1","3"
"data.532","sim533","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","ROBERSON JOSCELYN","172.58225","1","3"
"data.533","sim534","BILES SIMONE","BLAKELY SKYE","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","172.18975","1","3"
"data.534","sim535","BILES SIMONE","LINCOLN KALIYA","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","173.60275","1","3"
"data.535","sim536","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","172.857","1","3"
"data.536","sim537","BILES SIMONE","BLAKELY SKYE","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","173.7205","1","3"
"data.537","sim538","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","BLAKELY SKYE","171.95425","1","3"
"data.538","sim539","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","172.072","1","3"
"data.539","sim540","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","SUMANASEKERA TIANA","JONES SHILESE","173.7205","1","3"
"data.540","sim541","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","173.328","1","3"
"data.541","sim542","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CAREY JADE","JONES SHILESE","171.24775","1","3"
"data.542","sim543","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","LINCOLN KALIYA","MILLER ZOE","173.44575","1","3"
"data.543","sim544","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","175.84","1","3"
"data.544","sim545","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CAREY JADE","BLAKELY SKYE","172.11125","1","3"
"data.545","sim546","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","NEAL MARISSA","172.7","1","3"
"data.546","sim547","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","173.91675","1","3"
"data.547","sim548","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","JONES SHILESE","175.01575","1","3"
"data.548","sim549","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","MILLER ZOE","CHILES JORDAN","172.386","1","3"
"data.549","sim550","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","CAREY JADE","172.66075","1","3"
"data.550","sim551","BILES SIMONE","MCCLAIN KONNOR","LEW MYLI","MILLER ZOE","CAREY JADE","172.386","1","3"
"data.551","sim552","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","BLAKELY SKYE","JONES SHILESE","172.58225","1","3"
"data.552","sim553","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","MATTHEWS NOLA","172.6215","1","3"
"data.553","sim554","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","173.36725","1","3"
"data.554","sim555","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","172.7785","1","3"
"data.555","sim556","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MATTHEWS NOLA","173.36725","1","3"
"data.556","sim557","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","WONG LEANNE","172.50375","1","3"
"data.557","sim558","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","173.4065","1","3"
"data.558","sim559","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","ROBERSON JOSCELYN","173.4065","1","3"
"data.559","sim560","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","CHILES JORDAN","172.7","1","3"
"data.560","sim561","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","WONG LEANNE","173.36725","1","3"
"data.561","sim562","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","175.369","1","3"
"data.562","sim563","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","174.3485","1","3"
"data.563","sim564","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","175.09425","1","3"
"data.564","sim565","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","173.956","1","3"
"data.565","sim566","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","LEW MYLI","172.9355","1","3"
"data.566","sim567","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","172.34675","1","3"
"data.567","sim568","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","CHILES JORDAN","173.328","1","3"
"data.568","sim569","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","CAREY JADE","173.799","1","3"
"data.569","sim570","BILES SIMONE","BLAKELY SKYE","CAREY JADE","ROBERSON JOSCELYN","JONES SHILESE","174.85875","1","3"
"data.570","sim571","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","LINCOLN KALIYA","173.328","1","3"
"data.571","sim572","BLAKELY SKYE","MCCLAIN KONNOR","BILES SIMONE","JONES SHILESE","LINCOLN KALIYA","175.09425","1","3"
"data.572","sim573","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","171.9935","1","3"
"data.573","sim574","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","171.95425","1","3"
"data.574","sim575","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","174.85875","1","3"
"data.575","sim576","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.62325","1","3"
"data.576","sim577","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","172.42525","1","3"
"data.577","sim578","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","174.9765","1","3"
"data.578","sim579","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","JONES SHILESE","173.328","1","3"
"data.579","sim580","MCCLAIN KONNOR","SULLIVAN ASHLEE","BILES SIMONE","JONES SHILESE","MILLER ZOE","173.7205","1","3"
"data.580","sim581","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","172.18975","1","3"
"data.581","sim582","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","174.78025","1","3"
"data.582","sim583","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","173.13175","1","3"
"data.583","sim584","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","173.83825","1","3"
"data.584","sim585","BLAKELY SKYE","MCCLAIN KONNOR","BILES SIMONE","JONES SHILESE","CAREY JADE","173.485","1","3"
"data.585","sim586","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","172.072","1","3"
"data.586","sim587","BILES SIMONE","BLAKELY SKYE","ROBERSON JOSCELYN","MCCLAIN KONNOR","JONES SHILESE","173.28875","1","3"
"data.587","sim588","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","MATTHEWS NOLA","MILLER ZOE","173.485","1","3"
"data.588","sim589","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","173.13175","1","3"
"data.589","sim590","BILES SIMONE","WONG LEANNE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","172.03275","1","3"
"data.590","sim591","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","174.5055","1","3"
"data.591","sim592","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","CAREY JADE","173.171","1","3"
"data.592","sim593","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","JONES SHILESE","172.26825","1","3"
"data.593","sim594","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","JONES SHILESE","174.07375","1","3"
