"","Combo","BB_Result","FX_Result","UB_Result","VT_Result","AllAround_Result","Total_Result"
"1782","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, LINCOLN KALIYA, ROBERSON JOSCELYN",0.4,3.5,0,2.5,2.9,9.3
"1783","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, LINCOLN KALIYA, WONG LEANNE",0.4,3.5,0,3,3,9.9
"1784","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, LINCOLN KALIYA, MILLER ZOE",0.4,3.4,0.6,2.5,2.9,9.8
"1785","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, LINCOLN KALIYA, SUMANASEKERA TIANA",0.4,3.4,0,2.6,2.9,9.3
"1786","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, ROBERSON JOSCELYN, WONG LEANNE",0.4,3,0,3,3,9.4
"1787","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, ROBERSON JOSCELYN, MILLER ZOE",0.4,2.9,0.6,2.5,2.9,9.3
"1788","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,2.9,0,2.6,2.9,8.8
"1789","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, WONG LEANNE, MILLER ZOE",0.4,2.9,0.6,3,3,9.9
"1790","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, WONG LEANNE, SUMANASEKERA TIANA",0.4,2.9,0,3.1,3,9.4
"1791","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, MILLER ZOE, SUMANASEKERA TIANA",0.4,2.8,0.6,2.6,2.9,9.3
"1792","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, SUMANASEKERA TIANA, NA",0.4,2.8,0,2.6,2.9,8.7
"1793","BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.8,0,2.6,2.9,8.7
"1794","BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, ROBERSON JOSCELYN, WONG LEANNE",0.4,3.6,0,3,3,10
"1795","BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, ROBERSON JOSCELYN, MILLER ZOE",0.4,3.5,0.6,2.5,2.9,9.9
"1796","BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,3.5,0,2.6,2.9,9.4
"1797","BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, WONG LEANNE, MILLER ZOE",0.4,3.5,0.6,3,3,10.5
"1798","BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, WONG LEANNE, SUMANASEKERA TIANA",0.4,3.5,0,3.1,3,10
"1799","BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, MILLER ZOE, SUMANASEKERA TIANA",0.4,3.4,0.6,2.6,2.9,9.9
"1800","BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, SUMANASEKERA TIANA, NA",0.4,3.4,0,2.6,2.9,9.3
"1801","BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,3.4,0,2.6,2.9,9.3
"1802","BILES SIMONE, BOOTH CHARLOTTE, ROBERSON JOSCELYN, WONG LEANNE, MILLER ZOE",0.4,3,0.6,3,3,10
"1803","BILES SIMONE, BOOTH CHARLOTTE, ROBERSON JOSCELYN, WONG LEANNE, SUMANASEKERA TIANA",0.4,3,0,3.1,3,9.5
"1804","BILES SIMONE, BOOTH CHARLOTTE, ROBERSON JOSCELYN, MILLER ZOE, SUMANASEKERA TIANA",0.4,2.9,0.6,2.6,2.9,9.4
"1805","BILES SIMONE, BOOTH CHARLOTTE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, NA",0.4,2.9,0,2.6,2.9,8.8
"1806","BILES SIMONE, BOOTH CHARLOTTE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0,2.6,2.9,8.8
"1807","BILES SIMONE, BOOTH CHARLOTTE, WONG LEANNE, MILLER ZOE, SUMANASEKERA TIANA",0.4,2.9,0.6,3.1,3,10
"1808","BILES SIMONE, BOOTH CHARLOTTE, WONG LEANNE, SUMANASEKERA TIANA, NA",0.4,2.9,0,3.1,3,9.4
"1809","BILES SIMONE, BOOTH CHARLOTTE, WONG LEANNE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0,3.1,3,9.4
"1810","BILES SIMONE, BOOTH CHARLOTTE, MILLER ZOE, SUMANASEKERA TIANA, NA",0.4,2.8,0.6,2.6,2.9,9.3
"1811","BILES SIMONE, BOOTH CHARLOTTE, MILLER ZOE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.8,0.6,2.6,2.9,9.3
"1812","BILES SIMONE, BOOTH CHARLOTTE, SUMANASEKERA TIANA, NA, NA",0.4,2.8,0,2.6,2.9,8.7
"1813","BILES SIMONE, BOOTH CHARLOTTE, SUMANASEKERA TIANA, NA, NA",0.4,2.8,0,2.6,2.9,8.7
"1814","BILES SIMONE, BOOTH CHARLOTTE, SUMANASEKERA TIANA, NA, SUMANASEKERA TIANA",0.4,2.8,0,2.6,2.9,8.7
"1815","BILES SIMONE, BOOTH CHARLOTTE, SUMANASEKERA TIANA, SUMANASEKERA TIANA, NA",0.4,2.8,0,2.6,2.9,8.7
"1816","BILES SIMONE, BOOTH CHARLOTTE, SUMANASEKERA TIANA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.8,0,2.6,2.9,8.7
"1817","BILES SIMONE, CAREY JADE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA",0.4,3,0,3.2,3,9.6
"1818","BILES SIMONE, CAREY JADE, CHILES JORDAN, DIAZ STELLA, EICHMAN JORDIS",0.4,3,0,3.2,3,9.6
"1819","BILES SIMONE, CAREY JADE, CHILES JORDAN, DIAZ STELLA, LINCOLN KALIYA",0.4,3.6,0,3.2,3,10.2
"1820","BILES SIMONE, CAREY JADE, CHILES JORDAN, DIAZ STELLA, ROBERSON JOSCELYN",0.4,3.1,0,3.2,3,9.7
"1821","BILES SIMONE, CAREY JADE, CHILES JORDAN, DIAZ STELLA, WONG LEANNE",0.4,3.1,0,3.7,3.1,10.3
"1822","BILES SIMONE, CAREY JADE, CHILES JORDAN, DIAZ STELLA, MILLER ZOE",0.4,3,0.6,3.2,3,10.2
"1823","BILES SIMONE, CAREY JADE, CHILES JORDAN, DIAZ STELLA, SUMANASEKERA TIANA",0.4,3,0,3.3,3,9.7
"1824","BILES SIMONE, CAREY JADE, CHILES JORDAN, DISIDORE AMELIA, EICHMAN JORDIS",0.4,3,0,3.2,3,9.6
"1825","BILES SIMONE, CAREY JADE, CHILES JORDAN, DISIDORE AMELIA, LINCOLN KALIYA",0.4,3.6,0,3.2,3,10.2
"1826","BILES SIMONE, CAREY JADE, CHILES JORDAN, DISIDORE AMELIA, ROBERSON JOSCELYN",0.4,3.1,0,3.2,3,9.7
"1827","BILES SIMONE, CAREY JADE, CHILES JORDAN, DISIDORE AMELIA, WONG LEANNE",0.4,3.1,0,3.7,3.1,10.3
"1828","BILES SIMONE, CAREY JADE, CHILES JORDAN, DISIDORE AMELIA, MILLER ZOE",0.4,3,0.6,3.2,3,10.2
"1829","BILES SIMONE, CAREY JADE, CHILES JORDAN, DISIDORE AMELIA, SUMANASEKERA TIANA",0.4,3,0,3.3,3,9.7
"1830","BILES SIMONE, CAREY JADE, CHILES JORDAN, EICHMAN JORDIS, LINCOLN KALIYA",0.4,3.6,0,3.2,3,10.2
"1831","BILES SIMONE, CAREY JADE, CHILES JORDAN, EICHMAN JORDIS, ROBERSON JOSCELYN",0.4,3.1,0,3.2,3,9.7
"1832","BILES SIMONE, CAREY JADE, CHILES JORDAN, EICHMAN JORDIS, WONG LEANNE",0.4,3.1,0,3.7,3.1,10.3
"1833","BILES SIMONE, CAREY JADE, CHILES JORDAN, EICHMAN JORDIS, MILLER ZOE",0.4,3,0.6,3.2,3,10.2
"1834","BILES SIMONE, CAREY JADE, CHILES JORDAN, EICHMAN JORDIS, SUMANASEKERA TIANA",0.4,3,0,3.3,3,9.7
"1835","BILES SIMONE, CAREY JADE, CHILES JORDAN, LINCOLN KALIYA, ROBERSON JOSCELYN",0.4,3.7,0,3.2,3,10.3
"1836","BILES SIMONE, CAREY JADE, CHILES JORDAN, LINCOLN KALIYA, WONG LEANNE",0.4,3.7,0,3.7,3.1,10.9
"1837","BILES SIMONE, CAREY JADE, CHILES JORDAN, LINCOLN KALIYA, MILLER ZOE",0.4,3.6,0.6,3.2,3,10.8
"1838","BILES SIMONE, CAREY JADE, CHILES JORDAN, LINCOLN KALIYA, SUMANASEKERA TIANA",0.4,3.6,0,3.3,3,10.3
"1839","BILES SIMONE, CAREY JADE, CHILES JORDAN, ROBERSON JOSCELYN, WONG LEANNE",0.4,3.2,0,3.7,3.1,10.4
"1840","BILES SIMONE, CAREY JADE, CHILES JORDAN, ROBERSON JOSCELYN, MILLER ZOE",0.4,3.1,0.6,3.2,3,10.3
"1841","BILES SIMONE, CAREY JADE, CHILES JORDAN, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,3.1,0,3.3,3,9.8
"1842","BILES SIMONE, CAREY JADE, CHILES JORDAN, WONG LEANNE, MILLER ZOE",0.4,3.1,0.6,3.7,3.1,10.9
"1843","BILES SIMONE, CAREY JADE, CHILES JORDAN, WONG LEANNE, SUMANASEKERA TIANA",0.4,3.1,0,3.8,3.1,10.4
"1844","BILES SIMONE, CAREY JADE, CHILES JORDAN, MILLER ZOE, SUMANASEKERA TIANA",0.4,3,0.6,3.3,3,10.3
"1845","BILES SIMONE, CAREY JADE, CHILES JORDAN, SUMANASEKERA TIANA, NA",0.4,3,0,3.3,3,9.7
"1846","BILES SIMONE, CAREY JADE, CHILES JORDAN, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,3,0,3.3,3,9.7
"1847","BILES SIMONE, CAREY JADE, DIAZ STELLA, DISIDORE AMELIA, EICHMAN JORDIS",0.4,2.9,0,3.1,2.9,9.3
"1848","BILES SIMONE, CAREY JADE, DIAZ STELLA, DISIDORE AMELIA, LINCOLN KALIYA",0.4,3.5,0,3.1,2.9,9.9
"1849","BILES SIMONE, CAREY JADE, DIAZ STELLA, DISIDORE AMELIA, ROBERSON JOSCELYN",0.4,3,0,3.1,2.9,9.4
"1850","BILES SIMONE, CAREY JADE, DIAZ STELLA, DISIDORE AMELIA, WONG LEANNE",0.4,3,0,3.6,3,10
"1851","BILES SIMONE, CAREY JADE, DIAZ STELLA, DISIDORE AMELIA, MILLER ZOE",0.4,2.9,0.6,3.1,2.9,9.9
"1852","BILES SIMONE, CAREY JADE, DIAZ STELLA, DISIDORE AMELIA, SUMANASEKERA TIANA",0.4,2.9,0,3.2,2.9,9.4
"1853","BILES SIMONE, CAREY JADE, DIAZ STELLA, EICHMAN JORDIS, LINCOLN KALIYA",0.4,3.5,0,3.1,2.9,9.9
"1854","BILES SIMONE, CAREY JADE, DIAZ STELLA, EICHMAN JORDIS, ROBERSON JOSCELYN",0.4,3,0,3.1,2.9,9.4
"1855","BILES SIMONE, CAREY JADE, DIAZ STELLA, EICHMAN JORDIS, WONG LEANNE",0.4,3,0,3.6,3,10
"1856","BILES SIMONE, CAREY JADE, DIAZ STELLA, EICHMAN JORDIS, MILLER ZOE",0.4,2.9,0.6,3.1,2.9,9.9
"1857","BILES SIMONE, CAREY JADE, DIAZ STELLA, EICHMAN JORDIS, SUMANASEKERA TIANA",0.4,2.9,0,3.2,2.9,9.4
"1858","BILES SIMONE, CAREY JADE, DIAZ STELLA, LINCOLN KALIYA, ROBERSON JOSCELYN",0.4,3.6,0,3.1,2.9,10
"1859","BILES SIMONE, CAREY JADE, DIAZ STELLA, LINCOLN KALIYA, WONG LEANNE",0.4,3.6,0,3.6,3,10.6
"1860","BILES SIMONE, CAREY JADE, DIAZ STELLA, LINCOLN KALIYA, MILLER ZOE",0.4,3.5,0.6,3.1,2.9,10.5
"1861","BILES SIMONE, CAREY JADE, DIAZ STELLA, LINCOLN KALIYA, SUMANASEKERA TIANA",0.4,3.5,0,3.2,2.9,10
"1862","BILES SIMONE, CAREY JADE, DIAZ STELLA, ROBERSON JOSCELYN, WONG LEANNE",0.4,3.1,0,3.6,3,10.1
"1863","BILES SIMONE, CAREY JADE, DIAZ STELLA, ROBERSON JOSCELYN, MILLER ZOE",0.4,3,0.6,3.1,2.9,10
"1864","BILES SIMONE, CAREY JADE, DIAZ STELLA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,3,0,3.2,2.9,9.5
"1865","BILES SIMONE, CAREY JADE, DIAZ STELLA, WONG LEANNE, MILLER ZOE",0.4,3,0.6,3.6,3,10.6
"1866","BILES SIMONE, CAREY JADE, DIAZ STELLA, WONG LEANNE, SUMANASEKERA TIANA",0.4,3,0,3.7,3,10.1
"1867","BILES SIMONE, CAREY JADE, DIAZ STELLA, MILLER ZOE, SUMANASEKERA TIANA",0.4,2.9,0.6,3.2,2.9,10
"1868","BILES SIMONE, CAREY JADE, DIAZ STELLA, SUMANASEKERA TIANA, NA",0.4,2.9,0,3.2,2.9,9.4
"1869","BILES SIMONE, CAREY JADE, DIAZ STELLA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0,3.2,2.9,9.4
"1870","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, EICHMAN JORDIS, LINCOLN KALIYA",0.4,3.5,0,3.1,2.9,9.9
"1871","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, EICHMAN JORDIS, ROBERSON JOSCELYN",0.4,3,0,3.1,2.9,9.4
"1872","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, EICHMAN JORDIS, WONG LEANNE",0.4,3,0,3.6,3,10
"1873","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, EICHMAN JORDIS, MILLER ZOE",0.4,2.9,0.6,3.1,2.9,9.9
"1874","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, EICHMAN JORDIS, SUMANASEKERA TIANA",0.4,2.9,0,3.2,2.9,9.4
"1875","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, LINCOLN KALIYA, ROBERSON JOSCELYN",0.4,3.6,0,3.1,2.9,10
"1876","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, LINCOLN KALIYA, WONG LEANNE",0.4,3.6,0,3.6,3,10.6
"1877","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, LINCOLN KALIYA, MILLER ZOE",0.4,3.5,0.6,3.1,2.9,10.5
"1878","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, LINCOLN KALIYA, SUMANASEKERA TIANA",0.4,3.5,0,3.2,2.9,10
"1879","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, ROBERSON JOSCELYN, WONG LEANNE",0.4,3.1,0,3.6,3,10.1
"1880","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, ROBERSON JOSCELYN, MILLER ZOE",0.4,3,0.6,3.1,2.9,10
"1881","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,3,0,3.2,2.9,9.5
"1882","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, WONG LEANNE, MILLER ZOE",0.4,3,0.6,3.6,3,10.6
"1883","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, WONG LEANNE, SUMANASEKERA TIANA",0.4,3,0,3.7,3,10.1
"1884","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, MILLER ZOE, SUMANASEKERA TIANA",0.4,2.9,0.6,3.2,2.9,10
"1885","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, SUMANASEKERA TIANA, NA",0.4,2.9,0,3.2,2.9,9.4
"1886","BILES SIMONE, CAREY JADE, DISIDORE AMELIA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0,3.2,2.9,9.4
"1887","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, LINCOLN KALIYA, ROBERSON JOSCELYN",0.4,3.6,0,3.1,2.9,10
"1888","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, LINCOLN KALIYA, WONG LEANNE",0.4,3.6,0,3.6,3,10.6
"1889","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, LINCOLN KALIYA, MILLER ZOE",0.4,3.5,0.6,3.1,2.9,10.5
"1890","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, LINCOLN KALIYA, SUMANASEKERA TIANA",0.4,3.5,0,3.2,2.9,10
"1891","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, ROBERSON JOSCELYN, WONG LEANNE",0.4,3.1,0,3.6,3,10.1
"1892","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, ROBERSON JOSCELYN, MILLER ZOE",0.4,3,0.6,3.1,2.9,10
"1893","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,3,0,3.2,2.9,9.5
"1894","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, WONG LEANNE, MILLER ZOE",0.4,3,0.6,3.6,3,10.6
"1895","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, WONG LEANNE, SUMANASEKERA TIANA",0.4,3,0,3.7,3,10.1
"1896","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, MILLER ZOE, SUMANASEKERA TIANA",0.4,2.9,0.6,3.2,2.9,10
"1897","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, SUMANASEKERA TIANA, NA",0.4,2.9,0,3.2,2.9,9.4
"1898","BILES SIMONE, CAREY JADE, EICHMAN JORDIS, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0,3.2,2.9,9.4
"1899","BILES SIMONE, CAREY JADE, LINCOLN KALIYA, ROBERSON JOSCELYN, WONG LEANNE",0.4,3.7,0,3.6,3,10.7
"1900","BILES SIMONE, CAREY JADE, LINCOLN KALIYA, ROBERSON JOSCELYN, MILLER ZOE",0.4,3.6,0.6,3.1,2.9,10.6
"1901","BILES SIMONE, CAREY JADE, LINCOLN KALIYA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,3.6,0,3.2,2.9,10.1
"1902","BILES SIMONE, CAREY JADE, LINCOLN KALIYA, WONG LEANNE, MILLER ZOE",0.4,3.6,0.6,3.6,3,11.2
"1903","BILES SIMONE, CAREY JADE, LINCOLN KALIYA, WONG LEANNE, SUMANASEKERA TIANA",0.4,3.6,0,3.7,3,10.7
"1904","BILES SIMONE, CAREY JADE, LINCOLN KALIYA, MILLER ZOE, SUMANASEKERA TIANA",0.4,3.5,0.6,3.2,2.9,10.6
"1905","BILES SIMONE, CAREY JADE, LINCOLN KALIYA, SUMANASEKERA TIANA, NA",0.4,3.5,0,3.2,2.9,10
"1906","BILES SIMONE, CAREY JADE, LINCOLN KALIYA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,3.5,0,3.2,2.9,10
"1907","BILES SIMONE, CAREY JADE, ROBERSON JOSCELYN, WONG LEANNE, MILLER ZOE",0.4,3.1,0.6,3.6,3,10.7
"1908","BILES SIMONE, CAREY JADE, ROBERSON JOSCELYN, WONG LEANNE, SUMANASEKERA TIANA",0.4,3.1,0,3.7,3,10.2
"1909","BILES SIMONE, CAREY JADE, ROBERSON JOSCELYN, MILLER ZOE, SUMANASEKERA TIANA",0.4,3,0.6,3.2,2.9,10.1
"1910","BILES SIMONE, CAREY JADE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, NA",0.4,3,0,3.2,2.9,9.5
"1911","BILES SIMONE, CAREY JADE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,3,0,3.2,2.9,9.5
"1912","BILES SIMONE, CAREY JADE, WONG LEANNE, MILLER ZOE, SUMANASEKERA TIANA",0.4,3,0.6,3.7,3,10.7
"1913","BILES SIMONE, CAREY JADE, WONG LEANNE, SUMANASEKERA TIANA, NA",0.4,3,0,3.7,3,10.1
"1914","BILES SIMONE, CAREY JADE, WONG LEANNE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,3,0,3.7,3,10.1
"1915","BILES SIMONE, CAREY JADE, MILLER ZOE, SUMANASEKERA TIANA, NA",0.4,2.9,0.6,3.2,2.9,10
"1916","BILES SIMONE, CAREY JADE, MILLER ZOE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0.6,3.2,2.9,10
"1917","BILES SIMONE, CAREY JADE, SUMANASEKERA TIANA, NA, NA",0.4,2.9,0,3.2,2.9,9.4
"1918","BILES SIMONE, CAREY JADE, SUMANASEKERA TIANA, NA, NA",0.4,2.9,0,3.2,2.9,9.4
"1919","BILES SIMONE, CAREY JADE, SUMANASEKERA TIANA, NA, SUMANASEKERA TIANA",0.4,2.9,0,3.2,2.9,9.4
"1920","BILES SIMONE, CAREY JADE, SUMANASEKERA TIANA, SUMANASEKERA TIANA, NA",0.4,2.9,0,3.2,2.9,9.4
"1921","BILES SIMONE, CAREY JADE, SUMANASEKERA TIANA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0,3.2,2.9,9.4
"1922","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA, EICHMAN JORDIS",0.4,2.9,0,2.6,3,8.9
"1923","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA, LINCOLN KALIYA",0.4,3.5,0,2.6,3,9.5
"1924","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA, ROBERSON JOSCELYN",0.4,3,0,2.6,3,9
"1925","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA, WONG LEANNE",0.4,3,0,3.1,3.1,9.6
"1926","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA, MILLER ZOE",0.4,2.9,0.6,2.6,3,9.5
"1927","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA, SUMANASEKERA TIANA",0.4,2.9,0,2.7,3,9
"1928","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, EICHMAN JORDIS, LINCOLN KALIYA",0.4,3.5,0,2.6,3,9.5
"1929","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, EICHMAN JORDIS, ROBERSON JOSCELYN",0.4,3,0,2.6,3,9
"1930","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, EICHMAN JORDIS, WONG LEANNE",0.4,3,0,3.1,3.1,9.6
"1931","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, EICHMAN JORDIS, MILLER ZOE",0.4,2.9,0.6,2.6,3,9.5
"1932","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, EICHMAN JORDIS, SUMANASEKERA TIANA",0.4,2.9,0,2.7,3,9
"1933","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, LINCOLN KALIYA, ROBERSON JOSCELYN",0.4,3.6,0,2.6,3,9.6
"1934","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, LINCOLN KALIYA, WONG LEANNE",0.4,3.6,0,3.1,3.1,10.2
"1935","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, LINCOLN KALIYA, MILLER ZOE",0.4,3.5,0.6,2.6,3,10.1
"1936","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, LINCOLN KALIYA, SUMANASEKERA TIANA",0.4,3.5,0,2.7,3,9.6
"1937","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, ROBERSON JOSCELYN, WONG LEANNE",0.4,3.1,0,3.1,3.1,9.7
"1938","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, ROBERSON JOSCELYN, MILLER ZOE",0.4,3,0.6,2.6,3,9.6
"1939","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,3,0,2.7,3,9.1
"1940","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, WONG LEANNE, MILLER ZOE",0.4,3,0.6,3.1,3.1,10.2
"1941","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, WONG LEANNE, SUMANASEKERA TIANA",0.4,3,0,3.2,3.1,9.7
"1942","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, MILLER ZOE, SUMANASEKERA TIANA",0.4,2.9,0.6,2.7,3,9.6
"1943","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, SUMANASEKERA TIANA, NA",0.4,2.9,0,2.7,3,9
"1944","BILES SIMONE, CHILES JORDAN, DIAZ STELLA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0,2.7,3,9
"1945","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, EICHMAN JORDIS, LINCOLN KALIYA",0.4,3.5,0,2.6,3,9.5
"1946","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, EICHMAN JORDIS, ROBERSON JOSCELYN",0.4,3,0,2.6,3,9
"1947","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, EICHMAN JORDIS, WONG LEANNE",0.4,3,0,3.1,3.1,9.6
"1948","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, EICHMAN JORDIS, MILLER ZOE",0.4,2.9,0.6,2.6,3,9.5
"1949","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, EICHMAN JORDIS, SUMANASEKERA TIANA",0.4,2.9,0,2.7,3,9
"1950","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, LINCOLN KALIYA, ROBERSON JOSCELYN",0.4,3.6,0,2.6,3,9.6
"1951","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, LINCOLN KALIYA, WONG LEANNE",0.4,3.6,0,3.1,3.1,10.2
"1952","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, LINCOLN KALIYA, MILLER ZOE",0.4,3.5,0.6,2.6,3,10.1
"1953","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, LINCOLN KALIYA, SUMANASEKERA TIANA",0.4,3.5,0,2.7,3,9.6
"1954","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, ROBERSON JOSCELYN, WONG LEANNE",0.4,3.1,0,3.1,3.1,9.7
"1955","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, ROBERSON JOSCELYN, MILLER ZOE",0.4,3,0.6,2.6,3,9.6
"1956","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",0.4,3,0,2.7,3,9.1
"1957","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, WONG LEANNE, MILLER ZOE",0.4,3,0.6,3.1,3.1,10.2
"1958","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, WONG LEANNE, SUMANASEKERA TIANA",0.4,3,0,3.2,3.1,9.7
"1959","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, MILLER ZOE, SUMANASEKERA TIANA",0.4,2.9,0.6,2.7,3,9.6
"1960","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, SUMANASEKERA TIANA, NA",0.4,2.9,0,2.7,3,9
"1961","BILES SIMONE, CHILES JORDAN, DISIDORE AMELIA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",0.4,2.9,0,2.7,3,9
"1962","BILES SIMONE, CHILES JORDAN, EICHMAN JORDIS, LINCOLN KALIYA, ROBERSON JOSCELYN",0.4,3.6,0,2.6,3,9.6
