"","Combo","BB_Result","FX_Result","UB_Result","VT_Result","AllAround_Result","Total_Result"
"5087","JONES SHILESE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, MATTHEWS NOLA, DISIDORE AMELIA",0.061,0.305,0.568,0.435,0.593,1.962
"5088","JONES SHILESE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, DIAZ STELLA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5089","JONES SHILESE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, DISIDORE AMELIA, NA",0.061,0.305,0.567,0.435,0.593,1.961
"5090","JONES SHILESE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5091","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, CAREY JADE",0.061,0.428,0.57,1.039,0.627,2.725
"5092","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, LINCOLN KALIYA",0.061,0.596,0.57,0.435,0.623,2.285
"5093","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, CHILES JORDAN",0.061,0.35,0.575,0.435,0.7,2.121
"5094","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, ROSEN KATELYN",0.061,0.305,0.57,0.435,0.623,1.994
"5095","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, MILLER ZOE",0.061,0.305,0.921,0.435,0.623,2.345
"5096","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, MATTHEWS NOLA",0.061,0.305,0.57,0.435,0.623,1.994
"5097","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, DIAZ STELLA",0.061,0.305,0.57,0.435,0.623,1.994
"5098","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, DISIDORE AMELIA",0.061,0.305,0.57,0.435,0.623,1.994
"5099","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, LINCOLN KALIYA",0.061,0.634,0.57,1.039,0.627,2.931
"5100","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, CHILES JORDAN",0.061,0.428,0.575,1.039,0.7,2.803
"5101","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, ROSEN KATELYN",0.061,0.428,0.57,1.039,0.627,2.725
"5102","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, MILLER ZOE",0.061,0.428,0.921,1.039,0.627,3.076
"5103","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, MATTHEWS NOLA",0.061,0.428,0.57,1.039,0.627,2.725
"5104","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, DIAZ STELLA",0.061,0.428,0.57,1.039,0.627,2.725
"5105","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, DISIDORE AMELIA",0.061,0.428,0.57,1.039,0.627,2.725
"5106","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, CHILES JORDAN",0.061,0.596,0.575,0.435,0.7,2.367
"5107","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, ROSEN KATELYN",0.061,0.596,0.57,0.435,0.623,2.285
"5108","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, MILLER ZOE",0.061,0.596,0.921,0.435,0.623,2.636
"5109","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, MATTHEWS NOLA",0.061,0.596,0.57,0.435,0.623,2.285
"5110","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, DIAZ STELLA",0.061,0.596,0.57,0.435,0.623,2.285
"5111","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, DISIDORE AMELIA",0.061,0.596,0.57,0.435,0.623,2.285
"5112","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, ROSEN KATELYN",0.061,0.35,0.575,0.435,0.7,2.121
"5113","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, MILLER ZOE",0.061,0.35,0.921,0.435,0.7,2.467
"5114","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, MATTHEWS NOLA",0.061,0.35,0.575,0.435,0.7,2.121
"5115","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, DIAZ STELLA",0.061,0.35,0.575,0.435,0.7,2.121
"5116","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, DISIDORE AMELIA",0.061,0.35,0.575,0.435,0.7,2.121
"5117","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, ROSEN KATELYN, MILLER ZOE",0.061,0.305,0.921,0.435,0.623,2.345
"5118","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, ROSEN KATELYN, MATTHEWS NOLA",0.061,0.305,0.57,0.435,0.623,1.994
"5119","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, ROSEN KATELYN, DIAZ STELLA",0.061,0.305,0.57,0.435,0.623,1.994
"5120","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, ROSEN KATELYN, DISIDORE AMELIA",0.061,0.305,0.57,0.435,0.623,1.994
"5121","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, MILLER ZOE, MATTHEWS NOLA",0.061,0.305,0.921,0.435,0.623,2.345
"5122","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, MILLER ZOE, DIAZ STELLA",0.061,0.305,0.921,0.435,0.623,2.345
"5123","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, MILLER ZOE, DISIDORE AMELIA",0.061,0.305,0.921,0.435,0.623,2.345
"5124","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, MATTHEWS NOLA, DIAZ STELLA",0.061,0.305,0.57,0.435,0.623,1.994
"5125","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, MATTHEWS NOLA, DISIDORE AMELIA",0.061,0.305,0.57,0.435,0.623,1.994
"5126","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, DIAZ STELLA, DISIDORE AMELIA",0.061,0.305,0.57,0.435,0.623,1.994
"5127","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, DISIDORE AMELIA, NA",0.061,0.305,0.57,0.435,0.623,1.994
"5128","JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.305,0.57,0.435,0.623,1.994
"5129","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CAREY JADE, LINCOLN KALIYA",0.061,0.634,0.567,1.039,0.627,2.928
"5130","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN",0.061,0.428,0.575,1.039,0.7,2.803
"5131","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CAREY JADE, ROSEN KATELYN",0.061,0.428,0.567,1.039,0.627,2.722
"5132","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CAREY JADE, MILLER ZOE",0.061,0.428,0.921,1.039,0.627,3.076
"5133","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CAREY JADE, MATTHEWS NOLA",0.061,0.428,0.568,1.039,0.627,2.723
"5134","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA",0.061,0.428,0.567,1.039,0.627,2.722
"5135","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CAREY JADE, DISIDORE AMELIA",0.061,0.428,0.567,1.039,0.627,2.722
"5136","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, LINCOLN KALIYA, CHILES JORDAN",0.061,0.596,0.575,0.435,0.7,2.367
"5137","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, LINCOLN KALIYA, ROSEN KATELYN",0.061,0.596,0.567,0.435,0.593,2.252
"5138","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, LINCOLN KALIYA, MILLER ZOE",0.061,0.596,0.921,0.435,0.593,2.606
"5139","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, LINCOLN KALIYA, MATTHEWS NOLA",0.061,0.596,0.568,0.435,0.593,2.253
"5140","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, LINCOLN KALIYA, DIAZ STELLA",0.061,0.596,0.567,0.435,0.593,2.252
"5141","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, LINCOLN KALIYA, DISIDORE AMELIA",0.061,0.596,0.567,0.435,0.593,2.252
"5142","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CHILES JORDAN, ROSEN KATELYN",0.061,0.35,0.575,0.435,0.7,2.121
"5143","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CHILES JORDAN, MILLER ZOE",0.061,0.35,0.921,0.435,0.7,2.467
"5144","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CHILES JORDAN, MATTHEWS NOLA",0.061,0.35,0.575,0.435,0.7,2.121
"5145","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CHILES JORDAN, DIAZ STELLA",0.061,0.35,0.575,0.435,0.7,2.121
"5146","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, CHILES JORDAN, DISIDORE AMELIA",0.061,0.35,0.575,0.435,0.7,2.121
"5147","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, ROSEN KATELYN, MILLER ZOE",0.061,0.305,0.921,0.435,0.593,2.315
"5148","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, ROSEN KATELYN, MATTHEWS NOLA",0.061,0.305,0.568,0.435,0.593,1.962
"5149","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, ROSEN KATELYN, DIAZ STELLA",0.061,0.305,0.567,0.435,0.593,1.961
"5150","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, ROSEN KATELYN, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5151","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, MILLER ZOE, MATTHEWS NOLA",0.061,0.305,0.921,0.435,0.593,2.315
"5152","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, MILLER ZOE, DIAZ STELLA",0.061,0.305,0.921,0.435,0.593,2.315
"5153","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, MILLER ZOE, DISIDORE AMELIA",0.061,0.305,0.921,0.435,0.593,2.315
"5154","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, MATTHEWS NOLA, DIAZ STELLA",0.061,0.305,0.568,0.435,0.593,1.962
"5155","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, MATTHEWS NOLA, DISIDORE AMELIA",0.061,0.305,0.568,0.435,0.593,1.962
"5156","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, DIAZ STELLA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5157","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, DISIDORE AMELIA, NA",0.061,0.305,0.567,0.435,0.593,1.961
"5158","JONES SHILESE, ROBERSON JOSCELYN, BOOTH CHARLOTTE, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5159","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, LINCOLN KALIYA, CHILES JORDAN",0.061,0.634,0.575,1.039,0.7,3.009
"5160","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, LINCOLN KALIYA, ROSEN KATELYN",0.061,0.634,0.567,1.039,0.627,2.928
"5161","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, LINCOLN KALIYA, MILLER ZOE",0.061,0.634,0.921,1.039,0.627,3.282
"5162","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, LINCOLN KALIYA, MATTHEWS NOLA",0.061,0.634,0.568,1.039,0.627,2.929
"5163","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, LINCOLN KALIYA, DIAZ STELLA",0.061,0.634,0.567,1.039,0.627,2.928
"5164","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, LINCOLN KALIYA, DISIDORE AMELIA",0.061,0.634,0.567,1.039,0.627,2.928
"5165","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, CHILES JORDAN, ROSEN KATELYN",0.061,0.428,0.575,1.039,0.7,2.803
"5166","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, CHILES JORDAN, MILLER ZOE",0.061,0.428,0.921,1.039,0.7,3.149
"5167","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, CHILES JORDAN, MATTHEWS NOLA",0.061,0.428,0.575,1.039,0.7,2.803
"5168","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, CHILES JORDAN, DIAZ STELLA",0.061,0.428,0.575,1.039,0.7,2.803
"5169","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, CHILES JORDAN, DISIDORE AMELIA",0.061,0.428,0.575,1.039,0.7,2.803
"5170","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, ROSEN KATELYN, MILLER ZOE",0.061,0.428,0.921,1.039,0.627,3.076
"5171","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, ROSEN KATELYN, MATTHEWS NOLA",0.061,0.428,0.568,1.039,0.627,2.723
"5172","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, ROSEN KATELYN, DIAZ STELLA",0.061,0.428,0.567,1.039,0.627,2.722
"5173","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, ROSEN KATELYN, DISIDORE AMELIA",0.061,0.428,0.567,1.039,0.627,2.722
"5174","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, MILLER ZOE, MATTHEWS NOLA",0.061,0.428,0.921,1.039,0.627,3.076
"5175","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, MILLER ZOE, DIAZ STELLA",0.061,0.428,0.921,1.039,0.627,3.076
"5176","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, MILLER ZOE, DISIDORE AMELIA",0.061,0.428,0.921,1.039,0.627,3.076
"5177","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, MATTHEWS NOLA, DIAZ STELLA",0.061,0.428,0.568,1.039,0.627,2.723
"5178","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, MATTHEWS NOLA, DISIDORE AMELIA",0.061,0.428,0.568,1.039,0.627,2.723
"5179","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, DIAZ STELLA, DISIDORE AMELIA",0.061,0.428,0.567,1.039,0.627,2.722
"5180","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, DISIDORE AMELIA, NA",0.061,0.428,0.567,1.039,0.627,2.722
"5181","JONES SHILESE, ROBERSON JOSCELYN, CAREY JADE, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.428,0.567,1.039,0.627,2.722
"5182","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, CHILES JORDAN, ROSEN KATELYN",0.061,0.596,0.575,0.435,0.7,2.367
"5183","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, CHILES JORDAN, MILLER ZOE",0.061,0.596,0.921,0.435,0.7,2.713
"5184","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, CHILES JORDAN, MATTHEWS NOLA",0.061,0.596,0.575,0.435,0.7,2.367
"5185","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, CHILES JORDAN, DIAZ STELLA",0.061,0.596,0.575,0.435,0.7,2.367
"5186","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, CHILES JORDAN, DISIDORE AMELIA",0.061,0.596,0.575,0.435,0.7,2.367
"5187","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, ROSEN KATELYN, MILLER ZOE",0.061,0.596,0.921,0.435,0.593,2.606
"5188","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, ROSEN KATELYN, MATTHEWS NOLA",0.061,0.596,0.568,0.435,0.593,2.253
"5189","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, ROSEN KATELYN, DIAZ STELLA",0.061,0.596,0.567,0.435,0.593,2.252
"5190","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, ROSEN KATELYN, DISIDORE AMELIA",0.061,0.596,0.567,0.435,0.593,2.252
"5191","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, MILLER ZOE, MATTHEWS NOLA",0.061,0.596,0.921,0.435,0.593,2.606
"5192","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, MILLER ZOE, DIAZ STELLA",0.061,0.596,0.921,0.435,0.593,2.606
"5193","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, MILLER ZOE, DISIDORE AMELIA",0.061,0.596,0.921,0.435,0.593,2.606
"5194","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, MATTHEWS NOLA, DIAZ STELLA",0.061,0.596,0.568,0.435,0.593,2.253
"5195","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, MATTHEWS NOLA, DISIDORE AMELIA",0.061,0.596,0.568,0.435,0.593,2.253
"5196","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, DIAZ STELLA, DISIDORE AMELIA",0.061,0.596,0.567,0.435,0.593,2.252
"5197","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, DISIDORE AMELIA, NA",0.061,0.596,0.567,0.435,0.593,2.252
"5198","JONES SHILESE, ROBERSON JOSCELYN, LINCOLN KALIYA, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.596,0.567,0.435,0.593,2.252
"5199","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, ROSEN KATELYN, MILLER ZOE",0.061,0.35,0.921,0.435,0.7,2.467
"5200","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, ROSEN KATELYN, MATTHEWS NOLA",0.061,0.35,0.575,0.435,0.7,2.121
"5201","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, ROSEN KATELYN, DIAZ STELLA",0.061,0.35,0.575,0.435,0.7,2.121
"5202","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, ROSEN KATELYN, DISIDORE AMELIA",0.061,0.35,0.575,0.435,0.7,2.121
"5203","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, MILLER ZOE, MATTHEWS NOLA",0.061,0.35,0.921,0.435,0.7,2.467
"5204","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, MILLER ZOE, DIAZ STELLA",0.061,0.35,0.921,0.435,0.7,2.467
"5205","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, MILLER ZOE, DISIDORE AMELIA",0.061,0.35,0.921,0.435,0.7,2.467
"5206","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, MATTHEWS NOLA, DIAZ STELLA",0.061,0.35,0.575,0.435,0.7,2.121
"5207","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, MATTHEWS NOLA, DISIDORE AMELIA",0.061,0.35,0.575,0.435,0.7,2.121
"5208","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA",0.061,0.35,0.575,0.435,0.7,2.121
"5209","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, DISIDORE AMELIA, NA",0.061,0.35,0.575,0.435,0.7,2.121
"5210","JONES SHILESE, ROBERSON JOSCELYN, CHILES JORDAN, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.35,0.575,0.435,0.7,2.121
"5211","JONES SHILESE, ROBERSON JOSCELYN, ROSEN KATELYN, MILLER ZOE, MATTHEWS NOLA",0.061,0.305,0.921,0.435,0.593,2.315
"5212","JONES SHILESE, ROBERSON JOSCELYN, ROSEN KATELYN, MILLER ZOE, DIAZ STELLA",0.061,0.305,0.921,0.435,0.593,2.315
"5213","JONES SHILESE, ROBERSON JOSCELYN, ROSEN KATELYN, MILLER ZOE, DISIDORE AMELIA",0.061,0.305,0.921,0.435,0.593,2.315
"5214","JONES SHILESE, ROBERSON JOSCELYN, ROSEN KATELYN, MATTHEWS NOLA, DIAZ STELLA",0.061,0.305,0.568,0.435,0.593,1.962
"5215","JONES SHILESE, ROBERSON JOSCELYN, ROSEN KATELYN, MATTHEWS NOLA, DISIDORE AMELIA",0.061,0.305,0.568,0.435,0.593,1.962
"5216","JONES SHILESE, ROBERSON JOSCELYN, ROSEN KATELYN, DIAZ STELLA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5217","JONES SHILESE, ROBERSON JOSCELYN, ROSEN KATELYN, DISIDORE AMELIA, NA",0.061,0.305,0.567,0.435,0.593,1.961
"5218","JONES SHILESE, ROBERSON JOSCELYN, ROSEN KATELYN, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5219","JONES SHILESE, ROBERSON JOSCELYN, MILLER ZOE, MATTHEWS NOLA, DIAZ STELLA",0.061,0.305,0.921,0.435,0.593,2.315
"5220","JONES SHILESE, ROBERSON JOSCELYN, MILLER ZOE, MATTHEWS NOLA, DISIDORE AMELIA",0.061,0.305,0.921,0.435,0.593,2.315
"5221","JONES SHILESE, ROBERSON JOSCELYN, MILLER ZOE, DIAZ STELLA, DISIDORE AMELIA",0.061,0.305,0.921,0.435,0.593,2.315
"5222","JONES SHILESE, ROBERSON JOSCELYN, MILLER ZOE, DISIDORE AMELIA, NA",0.061,0.305,0.921,0.435,0.593,2.315
"5223","JONES SHILESE, ROBERSON JOSCELYN, MILLER ZOE, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.305,0.921,0.435,0.593,2.315
"5224","JONES SHILESE, ROBERSON JOSCELYN, MATTHEWS NOLA, DIAZ STELLA, DISIDORE AMELIA",0.061,0.305,0.568,0.435,0.593,1.962
"5225","JONES SHILESE, ROBERSON JOSCELYN, MATTHEWS NOLA, DISIDORE AMELIA, NA",0.061,0.305,0.568,0.435,0.593,1.962
"5226","JONES SHILESE, ROBERSON JOSCELYN, MATTHEWS NOLA, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.305,0.568,0.435,0.593,1.962
"5227","JONES SHILESE, ROBERSON JOSCELYN, DIAZ STELLA, DISIDORE AMELIA, NA",0.061,0.305,0.567,0.435,0.593,1.961
"5228","JONES SHILESE, ROBERSON JOSCELYN, DIAZ STELLA, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5229","JONES SHILESE, ROBERSON JOSCELYN, DISIDORE AMELIA, NA, NA",0.061,0.305,0.567,0.435,0.593,1.961
"5230","JONES SHILESE, ROBERSON JOSCELYN, DISIDORE AMELIA, NA, NA",0.061,0.305,0.567,0.435,0.593,1.961
"5231","JONES SHILESE, ROBERSON JOSCELYN, DISIDORE AMELIA, NA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5232","JONES SHILESE, ROBERSON JOSCELYN, DISIDORE AMELIA, DISIDORE AMELIA, NA",0.061,0.305,0.567,0.435,0.593,1.961
"5233","JONES SHILESE, ROBERSON JOSCELYN, DISIDORE AMELIA, DISIDORE AMELIA, DISIDORE AMELIA",0.061,0.305,0.567,0.435,0.593,1.961
"5234","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, BOOTH CHARLOTTE",0.043,0.244,0.57,0.303,0.623,1.783
"5235","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, CAREY JADE",0.043,0.428,0.57,1.039,0.627,2.707
"5236","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, LINCOLN KALIYA",0.043,0.596,0.57,0.303,0.623,2.135
"5237","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, CHILES JORDAN",0.043,0.35,0.575,0.378,0.7,2.046
"5238","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, ROSEN KATELYN",0.043,0.244,0.57,0.303,0.623,1.783
"5239","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, MILLER ZOE",0.043,0.244,0.921,0.303,0.623,2.134
"5240","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, MATTHEWS NOLA",0.043,0.244,0.57,0.303,0.623,1.783
"5241","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, DIAZ STELLA",0.043,0.244,0.57,0.303,0.623,1.783
"5242","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE, DISIDORE AMELIA",0.043,0.244,0.57,0.303,0.623,1.783
"5243","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE, CAREY JADE",0.043,0.428,0.567,1.039,0.627,2.704
"5244","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE, LINCOLN KALIYA",0.043,0.596,0.567,0.303,0.592,2.101
"5245","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE, CHILES JORDAN",0.043,0.35,0.575,0.378,0.7,2.046
"5246","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE, ROSEN KATELYN",0.043,0.209,0.567,0.303,0.592,1.714
"5247","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE, MILLER ZOE",0.043,0.205,0.921,0.303,0.592,2.064
"5248","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE, MATTHEWS NOLA",0.043,0.205,0.568,0.303,0.592,1.711
"5249","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE, DIAZ STELLA",0.043,0.205,0.567,0.303,0.592,1.71
"5250","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE, DISIDORE AMELIA",0.043,0.205,0.567,0.303,0.592,1.71
"5251","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, CAREY JADE, LINCOLN KALIYA",0.043,0.634,0.567,1.039,0.627,2.91
"5252","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, CAREY JADE, CHILES JORDAN",0.043,0.428,0.575,1.039,0.7,2.785
"5253","JONES SHILESE, SUMANASEKERA TIANA, SULLIVAN ASHLEE, CAREY JADE, ROSEN KATELYN",0.043,0.428,0.567,1.039,0.627,2.704
