X,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Year,FullName
13814,w,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,3,5.5,8.133,NA,13.633,2022,MIYATA SHOKO
13815,w,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",FX,2,5.7,7.933,NA,13.633,2022,MIYATA SHOKO
13816,w,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",UB,12,5.4,7.2,NA,12.6,2022,MIYATA SHOKO
13817,w,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",VT1,2,5,9.267,NA,14.267,2022,MIYATA SHOKO
13818,w,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",VT1,2,5,8.9,NA,13.9,2022,MIYATA SHOKO
13819,w,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",VT2,2,4.4,9.1,NA,13.5,2022,MIYATA SHOKO
13820,w,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",VT2,2,4.4,8.867,NA,13.267,2022,MIYATA SHOKO
14008,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,NA,5.6,7.65,NA,13.25,2022,MUELLER ELLE
14009,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,NA,5.5,6.8,NA,12.3,2022,MUELLER ELLE
14010,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,NA,4.8,8.15,NA,12.95,2022,MUELLER ELLE
14011,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,NA,5,8.45,NA,13.45,2022,MUELLER ELLE
14012,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,NA,5.8,6.95,NA,12.75,2022,MUELLER ELLE
14013,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,NA,5.8,8.1,NA,13.9,2022,MUELLER ELLE
14014,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,NA,4.6,9.25,NA,13.85,2022,MUELLER ELLE
14015,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,NA,4.6,8.9,NA,13.5,2022,MUELLER ELLE
14016,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,15,5.4,7.05,0.1,12.35,2022,MUELLER ELLE
14017,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,10,5,7.75,NA,12.75,2022,MUELLER ELLE
14018,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,3,5.4,8.05,NA,13.45,2022,MUELLER ELLE
14019,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,NA,4.2,8.8,NA,13,2022,MUELLER ELLE
14020,w,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,29,5,5.65,0.1,10.55,2023,MUELLER ELLE
14021,w,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,27,0,0,NA,0,2023,MUELLER ELLE
14022,w,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,11,5.8,7.5,NA,13.3,2023,MUELLER ELLE
14023,w,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,NA,4.6,8.8,NA,13.4,2023,MUELLER ELLE
14024,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,9,5.4,6.8,NA,12.2,2023,MUELLER ELLE
14025,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,8,5,8,NA,13,2023,MUELLER ELLE
14026,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,6,5.8,7.6,NA,13.4,2023,MUELLER ELLE
14027,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,NA,4.6,9.05,NA,13.65,2023,MUELLER ELLE
14543,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,NA,5.1,8.05,NA,13.15,2022,NEAL MARISSA
14544,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,NA,5.1,8.2,NA,13.3,2022,NEAL MARISSA
14545,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,NA,4.9,7.45,NA,12.35,2022,NEAL MARISSA
14546,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,NA,4.9,7.55,NA,12.45,2022,NEAL MARISSA
14547,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,NA,5.3,7.05,NA,12.35,2022,NEAL MARISSA
14548,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,NA,5.5,5.25,NA,10.75,2022,NEAL MARISSA
14549,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,NA,4.6,9.05,NA,13.65,2022,NEAL MARISSA
14550,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,NA,4.6,9.2,NA,13.8,2022,NEAL MARISSA
14551,w,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",BB,2,4.9,8.05,NA,12.95,2022,NEAL MARISSA
14552,w,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,7,5.1,6.9,NA,12,2022,NEAL MARISSA
14553,w,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",UB,8,5.4,7.45,NA,12.85,2022,NEAL MARISSA
14554,w,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,NA,4.6,9.25,NA,13.85,2022,NEAL MARISSA
14555,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,9,4.8,8.1,NA,12.9,2022,NEAL MARISSA
14556,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,15,5,7.4,NA,12.4,2022,NEAL MARISSA
14557,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,21,4.1,6.7,NA,10.8,2022,NEAL MARISSA
14558,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,NA,4.2,8.8,NA,13,2022,NEAL MARISSA
14559,w,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,18,5,7.55,NA,12.55,2023,NEAL MARISSA
14560,w,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,19,5.1,7.1,NA,12.2,2023,NEAL MARISSA
14561,w,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,20,4.9,7.75,NA,12.65,2023,NEAL MARISSA
14562,w,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,NA,4.6,9.05,NA,13.65,2023,NEAL MARISSA
14563,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,NA,5,8,NA,13,2023,NEAL MARISSA
14564,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,NA,5,7.85,NA,12.85,2023,NEAL MARISSA
14565,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,NA,5.4,7.5,NA,12.9,2023,NEAL MARISSA
14566,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,NA,5.4,7.6,NA,13,2023,NEAL MARISSA
14567,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,NA,5.4,6.95,NA,12.35,2023,NEAL MARISSA
14568,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,NA,5.3,7,NA,12.3,2023,NEAL MARISSA
14569,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,NA,4.6,9,NA,13.6,2023,NEAL MARISSA
14570,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,NA,4.6,9.1,NA,13.7,2023,NEAL MARISSA
14571,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,18,4.8,6.8,NA,11.6,2023,NEAL MARISSA
14572,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,27,5,6.65,0.3,11.35,2023,NEAL MARISSA
14573,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,29,5.5,5.35,NA,10.85,2023,NEAL MARISSA
14574,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,NA,4.2,9.15,NA,13.35,2023,NEAL MARISSA
14808,w,JPN,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",BB,1,5.7,8.433,NA,14.133,2023,OKAMURA MANA
14809,w,JPN,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",BB,1,5.7,7.966,NA,13.666,2023,OKAMURA MANA
14810,w,JPN,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",UB,13,5.4,6.9,NA,12.3,2023,OKAMURA MANA
14845,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,36,5.6,7.633,NA,13.233,2022,OLIVEIRA LORRANE
14846,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",UB,NA,5.6,7.6,NA,13.2,2022,OLIVEIRA LORRANE
14847,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,NA,4.2,8.933,NA,13.133,2022,OLIVEIRA LORRANE
14848,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,90,4.2,8.466,NA,12.666,2022,OLIVEIRA LORRANE
14849,w,BRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,88,5.6,6.733,0.3,12.033,2023,OLIVEIRA LORRANE
14850,w,BRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,NA,5.6,7.566,NA,13.166,2023,OLIVEIRA LORRANE
14951,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,6,5.4,7.7,NA,13.1,2023,OSYSSEK MORGANE
14952,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,14,5.1,7.45,NA,12.55,2023,OSYSSEK MORGANE
14953,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,26,5.3,6.85,NA,12.15,2023,OSYSSEK MORGANE
14954,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,15,4.2,8.9,NA,13.1,2023,OSYSSEK MORGANE
14955,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,15,0,0,NA,0,2023,OSYSSEK MORGANE
14956,w,FRA,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,27,5.5,6.966,NA,12.466,2022,OSYSSEK MORGANE
14957,w,FRA,2022-08-14,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,22,5.6,6.166,NA,11.766,2022,OSYSSEK MORGANE
14958,w,FRA,2022-08-14,2022 Senior European Championships,final,"Munich, Germany",FX,7,5.1,7.866,0.3,12.666,2022,OSYSSEK MORGANE
14959,w,FRA,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,11,5.2,8,NA,13.2,2022,OSYSSEK MORGANE
14960,w,FRA,2022-08-14,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,6,5.2,7.966,NA,13.166,2022,OSYSSEK MORGANE
14961,w,FRA,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,90,4.9,5.533,NA,10.433,2022,OSYSSEK MORGANE
14962,w,FRA,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,18,4.6,8.8,0.1,13.3,2022,OSYSSEK MORGANE
14963,w,FRA,2022-08-14,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,24,4.6,7.733,0.3,12.033,2022,OSYSSEK MORGANE
14964,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",BB,13,5.4,7.966,NA,13.366,2023,OSYSSEK MORGANE
14965,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,29,5.4,7.633,NA,13.033,2023,OSYSSEK MORGANE
14966,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,NA,5.3,8.033,NA,13.333,2023,OSYSSEK MORGANE
14967,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,10,5.5,7.733,0.1,13.133,2023,OSYSSEK MORGANE
14968,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,12,5.5,7.933,NA,13.433,2023,OSYSSEK MORGANE
14969,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,NA,5.5,7.8,NA,13.3,2023,OSYSSEK MORGANE
14970,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",UB,15,5.3,7.8,NA,13.1,2023,OSYSSEK MORGANE
14971,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,89,5.3,6.733,NA,12.033,2023,OSYSSEK MORGANE
14972,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,17,4.2,9,NA,13.2,2023,OSYSSEK MORGANE
14973,w,FRA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,44,4.2,9.133,NA,13.333,2023,OSYSSEK MORGANE
14974,w,FRA,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,11,5.3,7.333,NA,12.633,2023,OSYSSEK MORGANE
14975,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,10,5.5,7.3,NA,12.8,2023,OSYSSEK MORGANE
14976,w,FRA,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,14,5.2,7.4,0.3,12.3,2023,OSYSSEK MORGANE
14977,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,22,5.2,7.733,0.3,12.633,2023,OSYSSEK MORGANE
14978,w,FRA,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,15,5.3,7.5,NA,12.8,2023,OSYSSEK MORGANE
14979,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,91,5.1,5.466,NA,10.566,2023,OSYSSEK MORGANE
14980,w,FRA,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,13,4.2,9,NA,13.2,2023,OSYSSEK MORGANE
14981,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,15,4.2,9.2,NA,13.4,2023,OSYSSEK MORGANE
14982,w,FRA,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT2,10,4.4,8.6,NA,13,2022,OSYSSEK MORGANE
14995,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",BB,1,6.2,7.666,NA,13.866,2022,OU YUSHAN
14996,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",BB,6,5.9,7.1,NA,13,2022,OU YUSHAN
14997,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,1,6.2,7.7,NA,13.9,2022,OU YUSHAN
14998,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,NA,6.5,7.766,NA,14.266,2022,OU YUSHAN
14999,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,6,5.6,8.133,NA,13.733,2022,OU YUSHAN
15000,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,15,5.4,8,NA,13.4,2022,OU YUSHAN
15001,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,NA,5,7.966,NA,12.966,2022,OU YUSHAN
15002,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",UB,14,5.8,7.4,NA,13.2,2022,OU YUSHAN
15003,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,13,5.8,8.366,NA,14.166,2022,OU YUSHAN
15004,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,19,4.2,8.9,NA,13.1,2022,OU YUSHAN
15005,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,NA,4.2,8.933,NA,13.133,2022,OU YUSHAN
15006,w,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,57,4.2,8.8,NA,13,2022,OU YUSHAN
15007,w,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,5,6.3,7.766,NA,14.066,2023,OU YUSHAN
15008,w,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,NA,5.9,8.033,NA,13.933,2023,OU YUSHAN
15009,w,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,15,5.6,7.766,NA,13.366,2023,OU YUSHAN
15010,w,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,NA,5,7.066,NA,12.066,2023,OU YUSHAN
15011,w,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,11,5.8,8.3,NA,14.1,2023,OU YUSHAN
15012,w,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,NA,5.8,7.966,NA,13.766,2023,OU YUSHAN
15013,w,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,68,4.2,8.9,NA,13.1,2023,OU YUSHAN
15014,w,CHN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",BB,1,6.2,8.166,NA,14.36,2023,OU YUSHAN
15015,w,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",BB,1,6,8.2,NA,14.2,2023,OU YUSHAN
15016,w,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",BB,1,6.2,7.966,NA,14.166,2023,OU YUSHAN
15017,w,CHN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",FX,1,5.8,8.066,NA,13.86,2023,OU YUSHAN
15018,w,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,1,5.8,8.066,0.1,13.766,2023,OU YUSHAN
15019,w,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",FX,1,5.8,7.966,0.2,13.566,2023,OU YUSHAN
15020,w,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",UB,3,5.8,8.366,NA,14.166,2023,OU YUSHAN
15021,w,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",UB,2,5.7,8.133,NA,13.833,2023,OU YUSHAN
15022,w,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",VT,8,4.2,8.733,NA,12.933,2023,OU YUSHAN
15023,w,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,9,4.2,8.866,NA,13.06,2023,OU YUSHAN
15054,w,BRA,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",BB,24,4.9,6.55,0.1,11.35,2022,OLIVEIRA LORRANE
15055,w,BRA,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",UB,7,5.4,7.55,NA,12.95,2022,OLIVEIRA LORRANE
15056,w,BRA,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",UB,4,5.6,8,NA,13.6,2022,OLIVEIRA LORRANE
15057,w,BRA,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",BB,20,5.1,6.066,0.1,11.066,2023,OLIVEIRA LORRANE
15058,w,BRA,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",FX,18,4.9,6.6,0.1,11.4,2023,OLIVEIRA LORRANE
15059,w,BRA,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",UB,4,5.5,7.366,NA,12.866,2023,OLIVEIRA LORRANE
15060,w,BRA,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",UB,4,5.5,7.8,NA,13.3,2023,OLIVEIRA LORRANE
15081,w,FRA,2022-03-29,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,4,5.2,8,0.4,12.8,2022,OSYSSEK MORGANE
15082,w,FRA,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,4,5.2,8.05,0.3,12.95,2022,OSYSSEK MORGANE
15083,w,FRA,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,9,4.6,8.65,0.3,12.95,2022,OSYSSEK MORGANE
15084,w,FRA,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,9,4.4,8.55,0.3,12.65,2022,OSYSSEK MORGANE
15085,w,FRA,2023-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",FX,2,5.6,7.767,NA,13.367,2023,OSYSSEK MORGANE
15086,w,FRA,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",FX,2,5.7,7.833,0.3,13.233,2023,OSYSSEK MORGANE
15087,w,FRA,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",UB,9,5.2,6.433,NA,11.633,2023,OSYSSEK MORGANE
15088,w,FRA,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT1,2,4.2,9.133,NA,13.333,2023,OSYSSEK MORGANE
15089,w,FRA,2023-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",VT1,3,4.2,8.9,NA,13.1,2023,OSYSSEK MORGANE
15090,w,FRA,2023-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",VT2,3,3.8,8.733,NA,12.533,2023,OSYSSEK MORGANE
15091,w,FRA,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT2,2,3.8,8.9,NA,12.7,2023,OSYSSEK MORGANE
15148,w,AUS,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,46,5.3,7.3,NA,12.6,2023,PASS RUBY
15149,w,AUS,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,43,5.1,7.733,0.1,12.733,2023,PASS RUBY
15150,w,AUS,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,17,5.8,8.033,NA,13.833,2023,PASS RUBY
15151,w,AUS,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,145,4.6,7.6,0.3,11.9,2023,PASS RUBY
15152,w,AUS,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",BB,8,4.7,6.366,NA,11.066,2023,PASS RUBY
15153,w,AUS,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",BB,4,5.5,7.6,NA,13.1,2023,PASS RUBY
15154,w,AUS,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",FX,4,5,7.766,0.3,12.466,2023,PASS RUBY
15155,w,AUS,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,2,5,7.9,NA,12.9,2023,PASS RUBY
15156,w,AUS,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",UB,5,5.8,7.833,NA,13.633,2023,PASS RUBY
15157,w,AUS,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",UB,6,5.8,7.566,NA,13.366,2023,PASS RUBY
15158,w,AUS,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",BB,17,5.6,6.633,NA,12.233,2023,PASS RUBY
15159,w,AUS,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",FX,5,5,7.433,NA,12.433,2023,PASS RUBY
15160,w,AUS,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",FX,6,4.8,7.466,NA,12.266,2023,PASS RUBY
15161,w,AUS,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",UB,10,4.7,7.2,NA,11.9,2023,PASS RUBY
15228,w,CAN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,66,5.5,6.2,NA,11.7,2022,PEDRICK DENELLE
15229,w,CAN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,39,5.2,7.7,NA,12.9,2022,PEDRICK DENELLE
15230,w,CAN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,NA,5,8.866,NA,13.866,2022,PEDRICK DENELLE
15231,w,CAN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,17,5,8.9,NA,13.9,2022,PEDRICK DENELLE
15232,w,CAN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,18,3.8,8.366,NA,12.166,2022,PEDRICK DENELLE
15233,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,81,5,6.4,NA,11.4,2022,PEDRO CAROLYNE
15234,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,NA,4.6,7.366,NA,11.966,2022,PEDRO CAROLYNE
15235,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,42,5.1,7.733,NA,12.833,2022,PEDRO CAROLYNE
15236,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,NA,5.1,7.366,NA,12.466,2022,PEDRO CAROLYNE
15237,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,56,5.2,7.6,NA,12.8,2022,PEDRO CAROLYNE
15238,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,NA,4.2,8.966,NA,13.166,2022,PEDRO CAROLYNE
15239,w,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,67,4.2,8.733,NA,12.933,2022,PEDRO CAROLYNE
