"","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","Year","FullName"
"13524","w","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","UB",1,5.8,8.15,NA,13.95,"2022","MATTHEWS NOLA"
"13525","w","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","VT",NA,4.2,8.65,NA,12.85,"2022","MATTHEWS NOLA"
"13526","w","USA",2023-08-06,"2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","BB",6,5.4,7.9,NA,13.3,"2023","MATTHEWS NOLA"
"13527","w","USA",2023-08-06,"2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","FX",5,5.2,8.1,NA,13.3,"2023","MATTHEWS NOLA"
"13528","w","USA",2023-08-06,"2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","UB",4,5.6,8.3,NA,13.9,"2023","MATTHEWS NOLA"
"13529","w","USA",2023-08-06,"2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",NA,4.2,8.85,NA,13.05,"2023","MATTHEWS NOLA"
"13530","w","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","BB",NA,5.2,7.8,NA,13,"2023","MATTHEWS NOLA"
"13531","w","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","BB",NA,5.2,7.25,NA,12.45,"2023","MATTHEWS NOLA"
"13532","w","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.2,8.2,NA,13.4,"2023","MATTHEWS NOLA"
"13533","w","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","FX",NA,5.1,8.2,0.1,13.2,"2023","MATTHEWS NOLA"
"13534","w","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","UB",NA,5.3,7.1,NA,12.4,"2023","MATTHEWS NOLA"
"13535","w","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","UB",NA,5.6,8.45,NA,14.05,"2023","MATTHEWS NOLA"
"13536","w","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","VT",NA,4.2,8.95,NA,13.15,"2023","MATTHEWS NOLA"
"13537","w","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","VT",NA,4.2,9,NA,13.2,"2023","MATTHEWS NOLA"
"13538","w","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","BB",6,5.1,7.6,NA,12.7,"2023","MATTHEWS NOLA"
"13539","w","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","FX",4,5.2,8,NA,13.2,"2023","MATTHEWS NOLA"
"13540","w","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","UB",5,5.7,7.75,NA,13.45,"2023","MATTHEWS NOLA"
"13541","w","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","VT",NA,4.2,9.05,NA,13.25,"2023","MATTHEWS NOLA"
"13542","w","RSA",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","FX",20,4.1,6.4,0.5,10,"2023","MATYOLO NKAZIMLO"
"13543","w","RSA",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","VT1",15,0,0,NA,0,"2023","MATYOLO NKAZIMLO"
"13544","w","RSA",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","VT2",15,3.2,8.467,NA,11.667,"2023","MATYOLO NKAZIMLO"
"13545","w","HUN",2022-06-19,"2022 Koper World Challenge Cup","final","Koper, Slovenia","BB",3,5.1,7.35,NA,12.45,"2022","MAYER GRETA"
"13546","w","HUN",2022-06-19,"2022 Koper World Challenge Cup","qual","Koper, Slovenia","BB",5,5.3,7.1,NA,12.4,"2022","MAYER GRETA"
"13547","w","HUN",2022-06-19,"2022 Koper World Challenge Cup","final","Koper, Slovenia","FX",3,4.9,7.75,NA,12.65,"2022","MAYER GRETA"
"13548","w","HUN",2022-06-19,"2022 Koper World Challenge Cup","qual","Koper, Slovenia","FX",3,4.9,8,NA,12.9,"2022","MAYER GRETA"
"13549","w","HUN",2022-06-19,"2022 Koper World Challenge Cup","final","Koper, Slovenia","VT1",4,4.4,9.1,NA,13.5,"2022","MAYER GRETA"
"13550","w","HUN",2022-06-19,"2022 Koper World Challenge Cup","qual","Koper, Slovenia","VT1",7,4.4,8.65,NA,13.05,"2022","MAYER GRETA"
"13551","w","HUN",2022-06-19,"2022 Koper World Challenge Cup","final","Koper, Slovenia","VT2",4,3.6,9,NA,12.6,"2022","MAYER GRETA"
"13552","w","HUN",2022-06-19,"2022 Koper World Challenge Cup","qual","Koper, Slovenia","VT2",7,3.6,8.8,NA,12.4,"2022","MAYER GRETA"
"13553","w","HUN",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","BB",15,5,6.8,NA,11.8,"2022","MAYER GRETA"
"13554","w","HUN",2022-09-25,"2022 Paris World Challenge Cup","final","Paris, France","FX",7,5,7.3,NA,12.3,"2022","MAYER GRETA"
"13555","w","HUN",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","FX",6,5.1,7.55,NA,12.65,"2022","MAYER GRETA"
"13556","w","HUN",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","VT1",6,4.2,8.75,NA,12.95,"2022","MAYER GRETA"
"13557","w","HUN",2022-09-25,"2022 Paris World Challenge Cup","final","Paris, France","VT1",8,4.2,8.95,NA,13.15,"2022","MAYER GRETA"
"13558","w","HUN",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","VT2",6,3.8,8.75,NA,12.55,"2022","MAYER GRETA"
"13559","w","HUN",2022-09-25,"2022 Paris World Challenge Cup","final","Paris, France","VT2",8,3.4,8.7,NA,12.1,"2022","MAYER GRETA"
"13560","w","HUN",2022-10-02,"2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","BB",3,5.1,7.633,NA,12.733,"2022","MAYER GRETA"
"13561","w","HUN",2022-10-02,"2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","BB",2,5.1,7.633,NA,12.733,"2022","MAYER GRETA"
"13562","w","HUN",2022-10-02,"2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","FX",1,5.1,8.366,NA,13.466,"2022","MAYER GRETA"
"13563","w","HUN",2022-10-02,"2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","FX",2,5.1,7.933,NA,13.033,"2022","MAYER GRETA"
"13564","w","HUN",2022-10-02,"2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","VT1",3,4.2,9.133,NA,13.333,"2022","MAYER GRETA"
"13565","w","HUN",2022-10-02,"2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","VT1",3,4.2,9.066,NA,13.266,"2022","MAYER GRETA"
"13566","w","HUN",2022-10-02,"2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","VT2",3,3.8,8.8,NA,12.6,"2022","MAYER GRETA"
"13567","w","HUN",2022-10-02,"2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","VT2",3,3.8,8.9,NA,12.7,"2022","MAYER GRETA"
"13568","w","HUN",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","FX",5,4.9,8,NA,12.9,"2022","MAYER GRETA"
"13569","w","HUN",2022-03-29,"2022 Varna World Challenge Cup","final","Varna, Bulgaria","FX",2,4.9,8.05,NA,12.95,"2022","MAYER GRETA"
"13570","w","HUN",2022-03-29,"2022 Varna World Challenge Cup","final","Varna, Bulgaria","VT1",4,4.4,8.9,NA,13.3,"2022","MAYER GRETA"
"13571","w","HUN",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","VT1",6,4.4,8.9,NA,13.3,"2022","MAYER GRETA"
"13572","w","HUN",2022-03-29,"2022 Varna World Challenge Cup","final","Varna, Bulgaria","VT2",4,3.6,9.05,NA,12.65,"2022","MAYER GRETA"
"13573","w","HUN",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","VT2",6,3.6,9.05,NA,12.65,"2022","MAYER GRETA"
"13574","w","RSA",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","UB",14,4.1,7.133,NA,11.233,"2022","MAYERS CAELIN"
"13575","w","RSA",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","VT1",21,3.6,7.533,NA,11.133,"2022","MAYERS CAELIN"
"13576","w","RSA",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","VT2",21,3.4,8.333,NA,11.733,"2022","MAYERS CAELIN"
"13577","m","ARG",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","FX",27,5.4,7.5,NA,12.9,"2022","MAYOL SANTIAGO"
"13578","m","ARG",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","PH",9,5.9,7.85,NA,13.75,"2022","MAYOL SANTIAGO"
"13579","m","IRL",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","VT1",19,5.2,9.25,NA,14.45,"2022","MCATEER EWAN"
"13580","m","IRL",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","VT2",19,5.2,7.95,NA,13.15,"2022","MCATEER EWAN"
"13581","w","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","BB",NA,6.4,8.4,NA,14.8,"2022","MCCLAIN KONNOR"
"13582","w","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","BB",NA,6.1,8,NA,14.1,"2022","MCCLAIN KONNOR"
"13583","w","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","FX",NA,5.8,8.1,NA,13.9,"2022","MCCLAIN KONNOR"
"13584","w","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","FX",NA,5.8,8.05,NA,13.85,"2022","MCCLAIN KONNOR"
"13585","w","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","UB",NA,5.6,7.7,NA,13.3,"2022","MCCLAIN KONNOR"
"13586","w","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","UB",NA,5.8,8.25,NA,14.05,"2022","MCCLAIN KONNOR"
"13587","w","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","VT",NA,5,9.4,NA,14.4,"2022","MCCLAIN KONNOR"
"13588","w","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","VT",NA,5,9.35,NA,14.35,"2022","MCCLAIN KONNOR"
"13589","w","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","BB",1,6.1,8.5,NA,14.6,"2022","MCCLAIN KONNOR"
"13590","w","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","FX",3,5.2,7.95,NA,13.15,"2022","MCCLAIN KONNOR"
"13591","w","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","UB",17,5.4,7.05,NA,12.45,"2022","MCCLAIN KONNOR"
"13592","w","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","VT",NA,5,9.1,NA,14.1,"2022","MCCLAIN KONNOR"
"13593","m","IRL",2022-04-03,"2022 Baku World Cup","qual","Baku, Azerbaijan","PH",13,6.2,7.6,NA,13.8,"2022","MCCLENAGHAN RHYS"
"13594","m","IRL",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","PH",1,6.2,8.866,NA,15.066,"2022","MCCLENAGHAN RHYS"
"13595","m","IRL",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","PH",1,6.2,8.766,NA,14.966,"2022","MCCLENAGHAN RHYS"
"13596","m","IRL",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","PH",4,6.4,8.066,NA,14.466,"2022","MCCLENAGHAN RHYS"
"13597","m","IRL",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","PH",2,6.1,8.833,NA,14.933,"2022","MCCLENAGHAN RHYS"
"13598","m","IRL",2022-09-25,"2022 Paris World Challenge Cup","final","Paris, France","PH",1,6.4,8.7,NA,15.1,"2022","MCCLENAGHAN RHYS"
"13599","m","IRL",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","PH",1,6.3,8.7,NA,15,"2022","MCCLENAGHAN RHYS"
"13600","m","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","FX",NA,5.9,8.45,NA,14.35,"2022","MCCOOL CONNOR"
"13601","m","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","FX",NA,5.6,7.85,NA,13.45,"2022","MCCOOL CONNOR"
"13602","m","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","VT",NA,5.2,8.4,NA,13.6,"2022","MCCOOL CONNOR"
"13603","m","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","VT",NA,5.2,8.45,NA,13.65,"2022","MCCOOL CONNOR"
"13604","m","USA",2022-07-31,"2022 U.S. Classic","AAfinal","West Valley City, Utah","FX",8,5.9,7.95,NA,13.85,"2022","MCCOOL CONNOR"
"13605","m","USA",2022-07-31,"2022 U.S. Classic","AAfinal","West Valley City, Utah","VT",29,5.2,8.2,0.1,13.3,"2022","MCCOOL CONNOR"
"13606","m","USA",2023-08-06,"2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","FX",1,6.1,8.55,NA,14.65,"2023","MCCOOL CONNOR"
"13607","m","USA",2023-08-06,"2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",32,5.2,8.6,NA,13.8,"2023","MCCOOL CONNOR"
"13608","m","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","FX",NA,6.1,7.8,NA,13.9,"2023","MCCOOL CONNOR"
"13609","m","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","FX",NA,6.1,8.05,NA,14.15,"2023","MCCOOL CONNOR"
"13610","m","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","VT",NA,5.2,8.5,NA,13.7,"2023","MCCOOL CONNOR"
"13611","m","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","VT",NA,5.2,8.2,NA,13.4,"2023","MCCOOL CONNOR"
"13612","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","FX",4,5.9,7.85,NA,13.75,"2023","MCCOOL CONNOR"
"13613","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","VT",NA,5.2,8.95,NA,14.15,"2023","MCCOOL CONNOR"
"13614","w","AUS",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",76,5.1,6.966,NA,12.066,"2023","MCDONALD KATE"
"13615","w","AUS",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",14,5.7,8.2,NA,13.9,"2023","MCDONALD KATE"
"13616","m","AUS",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","FX",16,5,8.25,NA,13.25,"2023","MCGILLIVRAY CONOR"
"13617","m","AUS",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","VT1",15,4.8,8.8,0.1,13.5,"2023","MCGILLIVRAY CONOR"
"13618","m","AUS",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","VT2",15,4,8.85,NA,12.85,"2023","MCGILLIVRAY CONOR"
"13619","m","AUS",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","FX",10,4.8,8.2,0.1,12.9,"2023","MCGILLIVRAY CONOR"
"13620","m","AUS",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","VT1",4,4.8,9.3,NA,14.1,"2023","MCGILLIVRAY CONOR"
"13621","m","AUS",2023-06-04,"2023 Tel Aviv World Challenge Cup","final","Tel Aviv, Israel","VT1",5,4.8,9.35,NA,14.15,"2023","MCGILLIVRAY CONOR"
"13622","m","AUS",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","VT2",4,4,8.85,NA,12.85,"2023","MCGILLIVRAY CONOR"
"13623","m","AUS",2023-06-04,"2023 Tel Aviv World Challenge Cup","final","Tel Aviv, Israel","VT2",5,4,8.9,NA,12.9,"2023","MCGILLIVRAY CONOR"
"13624","m","USA",2023-08-06,"2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","PH",10,4.8,8.4,NA,13.2,"2023","MCQUILLAN RONAN"
"13625","w","ESP",2022-09-25,"2022 Paris World Challenge Cup","final","Paris, France","FX",8,4.3,7.3,NA,11.6,"2022","MEDINA LORENA"
"13626","w","ESP",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","FX",4,5.2,7.6,NA,12.8,"2022","MEDINA LORENA"
"13627","w","ESP",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","VT1",14,4.2,8.45,NA,12.65,"2022","MEDINA LORENA"
"13628","w","ESP",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","VT2",14,3.6,8.5,NA,12.1,"2022","MEDINA LORENA"
"13629","m","ISR",2022-04-03,"2022 Baku World Cup","qual","Baku, Azerbaijan","VT1",1,5.6,9.166,NA,14.766,"2022","MEDVEDEV ANDREY"
"13630","m","ISR",2022-04-03,"2022 Baku World Cup","final","Baku, Azerbaijan","VT1",2,5.6,9,NA,14.6,"2022","MEDVEDEV ANDREY"
"13631","m","ISR",2022-04-03,"2022 Baku World Cup","qual","Baku, Azerbaijan","VT2",1,6,8.9,NA,14.9,"2022","MEDVEDEV ANDREY"
"13632","m","ISR",2022-04-03,"2022 Baku World Cup","final","Baku, Azerbaijan","VT2",2,6,8.8,0.4,14.4,"2022","MEDVEDEV ANDREY"
"13633","m","ISR",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","FX",12,5.5,7.533,NA,13.033,"2022","MEDVEDEV ANDREY"
"13634","m","ISR",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","VT1",6,5.6,9.166,NA,14.766,"2022","MEDVEDEV ANDREY"
"13635","m","ISR",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","VT1",5,5.6,8.7,0.3,14,"2022","MEDVEDEV ANDREY"
"13636","m","ISR",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","VT2",5,6,8.066,NA,14.066,"2022","MEDVEDEV ANDREY"
"13637","m","ISR",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","VT2",6,5.6,8.066,0.1,13.566,"2022","MEDVEDEV ANDREY"
"13638","m","ISR",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","FX",20,5.4,7.066,NA,12.466,"2022","MEDVEDEV ANDREY"
"13639","m","ISR",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","VT1",24,5.6,7.866,0.3,13.166,"2022","MEDVEDEV ANDREY"
"13640","m","ISR",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","VT2",24,5.6,7.966,NA,13.566,"2022","MEDVEDEV ANDREY"
"13641","m","ISR",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","FX",13,5.5,7.966,0.4,13.066,"2022","MEDVEDEV ANDREY"
"13642","m","ISR",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","VT1",4,5.6,9.166,0.3,14.466,"2022","MEDVEDEV ANDREY"
"13643","m","ISR",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","VT1",1,5.6,9.233,NA,14.833,"2022","MEDVEDEV ANDREY"
"13644","m","ISR",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","VT2",4,5.6,9.233,NA,14.833,"2022","MEDVEDEV ANDREY"
"13645","m","ISR",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","VT2",1,5.6,9.433,NA,15.033,"2022","MEDVEDEV ANDREY"
"13646","m","ISR",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","FX",15,5.5,7.7,0.1,13.1,"2022","MEDVEDEV ANDREY"
"13647","m","ISR",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","VT1",11,5.6,8.05,0.1,13.55,"2022","MEDVEDEV ANDREY"
"13648","m","ISR",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","VT2",11,6,7.95,NA,13.95,"2022","MEDVEDEV ANDREY"
"13649","m","ISR",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","VT1",13,5.6,7.85,0.1,13.35,"2022","MEDVEDEV ANDREY"
"13650","m","ISR",2022-09-25,"2022 Paris World Challenge Cup","qual","Paris, France","VT2",13,5.6,9.05,NA,14.65,"2022","MEDVEDEV ANDREY"
"13651","m","UKR",2022-10-02,"2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","FX",26,5.1,6.55,0.1,11.55,"2022","MELNYKOV MYKYTA"
"13652","m","UKR",2022-10-02,"2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","PB",12,6,6.75,NA,12.75,"2022","MELNYKOV MYKYTA"
"13653","m","UKR",2022-10-02,"2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","PH",17,5.7,7.5,NA,13.2,"2022","MELNYKOV MYKYTA"
"13654","m","UKR",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","FX",32,4.9,5.95,0.1,10.75,"2022","MELNYKOV MYKYTA"
"13655","m","UKR",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","HB",33,5.1,5.75,NA,10.85,"2022","MELNYKOV MYKYTA"
"13656","m","UKR",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","PB",31,6,5.7,NA,11.7,"2022","MELNYKOV MYKYTA"
"13657","m","UKR",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","PH",23,5.1,6.3,NA,11.4,"2022","MELNYKOV MYKYTA"
"13658","m","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","FX",NA,6.1,7.2,NA,13.3,"2022","MELTON CALEB"
"13659","m","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","FX",NA,5.9,7.65,0.2,13.35,"2022","MELTON CALEB"
"13660","m","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","HB",NA,4.6,6.5,NA,11.1,"2022","MELTON CALEB"
"13661","m","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","HB",NA,4.7,7.65,NA,12.35,"2022","MELTON CALEB"
"13662","m","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","PB",NA,4.6,7.35,NA,11.95,"2022","MELTON CALEB"
"13663","m","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","PB",NA,4.6,7.9,NA,12.5,"2022","MELTON CALEB"
"13664","m","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","PH",NA,3.8,6,NA,9.8,"2022","MELTON CALEB"
"13665","m","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","PH",NA,4.6,7.8,NA,12.4,"2022","MELTON CALEB"
"13666","m","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","SR",NA,4.2,7.5,NA,11.7,"2022","MELTON CALEB"
"13667","m","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","SR",NA,4.2,8,NA,12.2,"2022","MELTON CALEB"
"13668","m","USA",2022-08-20,"2022 U.S. Championships","qual","Tampa, FL","VT",NA,2.8,7.95,0.3,10.45,"2022","MELTON CALEB"
"13669","m","USA",2022-08-20,"2022 U.S. Championships","final","Tampa, FL","VT",NA,5.2,9,NA,14.2,"2022","MELTON CALEB"
"13670","m","USA",2022-07-31,"2022 U.S. Classic","AAfinal","West Valley City, Utah","FX",20,5.7,7.55,0.1,13.15,"2022","MELTON CALEB"
"13671","m","USA",2022-07-31,"2022 U.S. Classic","AAfinal","West Valley City, Utah","HB",14,4.5,8.2,NA,12.7,"2022","MELTON CALEB"
"13672","m","USA",2022-07-31,"2022 U.S. Classic","AAfinal","West Valley City, Utah","PB",20,4.9,8.15,NA,13.05,"2022","MELTON CALEB"
"13673","m","USA",2022-07-31,"2022 U.S. Classic","AAfinal","West Valley City, Utah","PH",39,4.8,4.35,NA,9.15,"2022","MELTON CALEB"
"13674","m","USA",2022-07-31,"2022 U.S. Classic","AAfinal","West Valley City, Utah","SR",30,3.9,7.3,NA,11.2,"2022","MELTON CALEB"
"13675","m","USA",2022-07-31,"2022 U.S. Classic","AAfinal","West Valley City, Utah","VT",5,5.2,9.15,NA,14.35,"2022","MELTON CALEB"
"13676","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","FX",33,5.5,6.25,NA,11.75,"2022","MELTON CALEB"
"13677","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","HB",27,4.1,7.9,NA,12,"2022","MELTON CALEB"
"13678","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","PB",34,4.7,6.8,NA,11.5,"2022","MELTON CALEB"
"13679","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","PH",28,4.7,7.05,NA,11.75,"2022","MELTON CALEB"
"13680","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","SR",31,4.2,7.85,NA,12.05,"2022","MELTON CALEB"
"13681","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","VT",36,5.2,7.8,0.1,12.9,"2022","MELTON CALEB"
"13682","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","PH",3,6,8.533,NA,14.533,"2022","MERDINYAN HARUTYUN"
"13683","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","PH",3,6,8.533,NA,14.533,"2022","MERDINYAN HARUTYUN"
"13684","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","PH",2,6,8.533,NA,14.533,"2022","MERDINYAN HARUTYUN"
"13685","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","PH",2,6,8.533,NA,14.533,"2022","MERDINYAN HARUTYUN"
"13686","m","ARM",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","PH",1,6,8.6,NA,14.6,"2022","MERDINYAN HARUTYUN"
"13687","m","ARM",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","PH",1,6,8.6,NA,14.6,"2022","MERDINYAN HARUTYUN"
"13688","m","ARM",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","PH",3,6,8.6,NA,14.6,"2022","MERDINYAN HARUTYUN"
"13689","m","ARM",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","PH",3,6,8.6,NA,14.6,"2022","MERDINYAN HARUTYUN"
"13690","m","HUN",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","FX",25,5.6,6.6,0.1,12.1,"2022","MESZAROS KRISZTOFER"
"13691","m","HUN",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","PH",38,5.2,5.7,NA,10.9,"2022","MESZAROS KRISZTOFER"
"13692","m","HUN",2022-06-19,"2022 Koper World Challenge Cup","qual","Koper, Slovenia","HB",13,5.5,6.4,NA,11.9,"2022","MESZAROS KRISZTOFER"
"13693","m","HUN",2022-06-19,"2022 Koper World Challenge Cup","final","Koper, Slovenia","PH",3,5.8,7.4,NA,13.2,"2022","MESZAROS KRISZTOFER"
"13694","m","HUN",2022-06-19,"2022 Koper World Challenge Cup","qual","Koper, Slovenia","PH",1,5.7,8.25,NA,13.95,"2022","MESZAROS KRISZTOFER"
"13695","m","HUN",2022-06-19,"2022 Koper World Challenge Cup","qual","Koper, Slovenia","VT1",18,3.6,8.65,0.1,12.15,"2022","MESZAROS KRISZTOFER"
