X,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Year,FullName
16026,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,1,6.8,8.6,NA,15.4,2023,PHILLIPS CURRAN
16104,m,ESP,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",PH,4,5.3,8.2,NA,13.5,2022,PLATA JOEL
16113,m,ESP,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",VT1,4,5.6,8.6,0.3,13.9,2022,PLATA JOEL
16115,m,ESP,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",VT2,4,4.8,9.35,NA,14.15,2022,PLATA JOEL
16249,m,UKR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,4,5.6,9.1,NA,14.7,2022,RADIVILOV IGOR
16250,m,UKR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT2,3,5.6,9.066,NA,14.666,2022,RADIVILOV IGOR
16251,m,UKR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,4,5.6,8.833,NA,14.433,2022,RADIVILOV IGOR
16255,m,UKR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,4,5.6,9.233,NA,14.833,2022,RADIVILOV IGOR
16256,m,UKR,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",VT2,3,5.6,9.366,NA,14.966,2022,RADIVILOV IGOR
16257,m,UKR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT2,2,5.6,9.233,NA,14.833,2022,RADIVILOV IGOR
16259,m,UKR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,4,5.6,9.233,NA,14.833,2023,RADIVILOV IGOR
16260,m,UKR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",VT2,4,5.6,9,NA,14.6,2023,RADIVILOV IGOR
16261,m,UKR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,2,5.6,9.1,NA,14.7,2023,RADIVILOV IGOR
16267,m,UKR,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",VT1,2,5.6,9.166,NA,14.766,2023,RADIVILOV IGOR
16269,m,UKR,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",VT2,2,5.6,9.433,NA,15.033,2023,RADIVILOV IGOR
16273,m,UKR,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",VT2,3,5.6,9.1,0.1,14.6,2023,RADIVILOV IGOR
16274,m,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,5,5.6,9.2,NA,14.8,2023,RADIVILOV IGOR
16313,m,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",PH,3,5.9,8.1,NA,14,2022,RAMPERSAD JAYSON
16387,m,SUI,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",SR,5,5.3,8.266,NA,13.566,2023,RAUBAL IAN
16421,m,GBR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",FX,1,6.2,8.333,NA,14.533,2022,REGINI GIARNNI
16422,m,GBR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,4,6.2,8.333,NA,14.533,2022,REGINI GIARNNI
16432,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",FX,2,5.9,8.37,0,14.266,2022,REGINI GIARNNI
16435,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",PB,1,5.7,8.9,0,14.6,2022,REGINI GIARNNI
16436,m,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,4,5.7,8.35,0,14.05,2022,REGINI GIARNNI
16439,m,GBR,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,3,5.6,9.3,NA,14.9,2022,REGINI GIARNNI
16441,m,GBR,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",PB,3,6.3,8.566,NA,14.866,2022,REGINI GIARNNI
16445,m,GBR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,3,5.6,9.366,NA,14.966,2022,REGINI GIARNNI
16446,m,GBR,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,3,5.6,9.3,NA,14.9,2022,REGINI GIARNNI
16447,m,GBR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT2,5,5.2,9.2,NA,14.4,2022,REGINI GIARNNI
16448,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",FX,3,5.7,8.266,NA,13.966,2022,REGINI GIARNNI
16449,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,1,5.9,8.05,0.1,13.85,2022,REGINI GIARNNI
16450,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",PB,2,6.1,8.633,NA,14.733,2022,REGINI GIARNNI
16451,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,1,6.1,8.75,NA,14.85,2022,REGINI GIARNNI
16453,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT2,2,5.2,9.266,NA,14.466,2022,REGINI GIARNNI
16454,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,2,5.2,9.15,NA,14.35,2022,REGINI GIARNNI
16498,m,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,2,6,8.6,NA,14.6,2023,RICHARD FREDERICK
16510,m,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",PB,5,5.8,7.233,NA,13.033,2023,RICHARD FREDERICK
16511,m,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,1,5.8,9.1,NA,14.9,2023,RICHARD FREDERICK
16513,m,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,5,5.2,9.5,NA,14.7,2023,RICHARD FREDERICK
16514,m,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,5,5.2,9.35,0.1,14.45,2023,RICHARD FREDERICK
16516,m,USA,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",FX,3,6.1,8.066,NA,14.166,2023,RICHARD FREDERICK
16519,m,USA,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",HB,2,6.2,8.033,NA,14.233,2023,RICHARD FREDERICK
16523,m,USA,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",PH,4,5.8,8.366,NA,14.166,2023,RICHARD FREDERICK
16593,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,4,5.2,NA,0,14.65,2023,ROBINSON REMELL
16595,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,4,4.8,NA,0.1,13.45,2023,ROBINSON REMELL
16821,m,KOR,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",FX,3,6.3,8,0.4,13.9,2023,RYU SUNGHYUN
16822,m,KOR,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,4,6,8.566,NA,14.566,2023,RYU SUNGHYUN
16826,m,KOR,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",PB,5,6,8.233,NA,14.23,2023,RYU SUNGHYUN
16832,m,KOR,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",SR,4,5,8.7,NA,13.7,2023,RYU SUNGHYUN
16833,m,KOR,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",VT,4,5.6,9,0.1,14.5,2023,RYU SUNGHYUN
16834,m,KOR,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,1,5.6,9.2,NA,14.8,2023,RYU SUNGHYUN
16839,m,UKR,2022-06-19,2022 Koper World Challenge Cup,final,"Koper, Slovenia",SR,1,6,8.05,NA,14.05,2022,RADIVILOV IGOR
16840,m,UKR,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",SR,2,6,8.05,NA,14.05,2022,RADIVILOV IGOR
16841,m,UKR,2022-06-19,2022 Koper World Challenge Cup,final,"Koper, Slovenia",VT1,1,5.6,9.4,NA,15,2022,RADIVILOV IGOR
16842,m,UKR,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT1,1,5.6,9.4,NA,15,2022,RADIVILOV IGOR
16843,m,UKR,2022-06-19,2022 Koper World Challenge Cup,final,"Koper, Slovenia",VT2,1,5.6,9,NA,14.6,2022,RADIVILOV IGOR
16844,m,UKR,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT2,1,5.6,8.2,NA,13.8,2022,RADIVILOV IGOR
16845,m,UKR,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",SR,5,6,8.4,NA,14.4,2022,RADIVILOV IGOR
16846,m,UKR,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",SR,4,6,8.55,NA,14.55,2022,RADIVILOV IGOR
16847,m,UKR,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",VT1,1,5.6,9.4,NA,15,2022,RADIVILOV IGOR
16848,m,UKR,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT1,1,5.6,9.45,NA,15.05,2022,RADIVILOV IGOR
16849,m,UKR,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT2,1,5.6,9.25,NA,14.85,2022,RADIVILOV IGOR
16850,m,UKR,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",VT2,1,5.6,9.133,NA,14.733,2022,RADIVILOV IGOR
16957,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",HB,2,6,8.35,NA,14.35,2022,RICHARD FRED
16966,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,1,6.1,8.2,NA,14.3,2023,RICHARD FRED
16967,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,1,6.1,8.45,NA,14.55,2023,RICHARD FRED
17044,m,ITA,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",PH,3,6.1,8.133,NA,14.233,2022,ROSA EDOARDO
17098,m,JPN,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",FX,4,5.7,8.15,NA,13.85,2022,RYOTA TSUMURA
17100,m,JPN,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",PH,2,6.5,8.4,NA,14.9,2022,RYOTA TSUMURA
17104,m,KOR,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",FX,5,6.1,8.167,NA,14.267,2022,RYU SUNGHYUN
17105,m,KOR,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,3,6.1,8.333,NA,14.433,2022,RYU SUNGHYUN
17343,m,ITA,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",PB,4,5.8,8.566,NA,14.36,2023,SARRUGERIO MARCO
17436,m,NED,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,5,5.5,8.3,NA,13.8,2022,SCHMIDT CASIMIR
17440,m,NED,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,5,5.6,8.4,NA,14,2023,SCHMIDT CASIMIR
17452,m,NED,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",HB,3,5.2,8.333,NA,13.533,2023,SCHMIDT CASIMIR
17453,m,NED,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,5,5.2,8.266,NA,13.466,2023,SCHMIDT CASIMIR
17470,m,NED,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,3,5.5,8.4,NA,13.9,2023,SCHMIDT CASIMIR
17487,m,GER,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT1,5,5.2,9.366,NA,14.566,2023,SCHULTZE TOM
17489,m,GER,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT2,5,5.2,9.066,NA,14.266,2023,SCHULTZE TOM
17529,m,SUI,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",HB,5,5.7,8.2,NA,13.9,2022,SEIFERT NOE
17530,m,SUI,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,3,5.7,8.433,NA,14.133,2022,SEIFERT NOE
17531,m,SUI,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,2,5.7,8.3,NA,14,2022,SEIFERT NOE
17533,m,SUI,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,4,6.1,8.633,NA,14.733,2022,SEIFERT NOE
17546,m,SUI,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,4,6.3,8.466,NA,14.766,2023,SEIFERT NOE
17559,m,SUI,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,3,5.7,8.6,NA,14.3,2023,SEIFERT NOE
17560,m,SUI,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,2,5.8,8.133,NA,13.933,2023,SEIFERT NOE
17562,m,SUI,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,2,6.1,8.233,NA,14.333,2023,SEIFERT NOE
17564,m,SUI,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,4,6.3,8.4,NA,14.7,2023,SEIFERT NOE
17643,m,SUI,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",SR,5,5.6,7.966,NA,13.566,2023,SERHANI SAMIR
17648,m,SUI,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",SR,4,5.6,8.4,0,14,2023,SERHANI SAMIR
17649,m,SUI,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,2,5.6,8.6,0,14.2,2023,SERHANI SAMIR
17665,m,SUI,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,4,5.5,8.033,NA,13.533,2023,SERHANI TAHA
17667,m,SUI,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",HB,2,5.9,8.166,NA,14.066,2023,SERHANI TAHA
17669,m,SUI,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",PB,2,5.6,8.7,NA,14.3,2023,SERHANI TAHA
17713,m,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PB,2,6.3,8.766,NA,15.066,2023,SHI CONG
17714,m,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,5,6.3,8.6,NA,14.9,2023,SHI CONG
17720,m,CHN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",HB,2,6.3,8.3,NA,14.6,2023,SHI CONG
17721,m,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",HB,3,6.2,9,NA,15.2,2023,SHI CONG
17722,m,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",HB,1,6.2,8.266,NA,14.466,2023,SHI CONG
17723,m,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",PB,4,6,8.666,NA,14.666,2023,SHI CONG
17724,m,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",PB,2,6,8.7,NA,14.7,2023,SHI CONG
17726,m,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",PH,2,5.7,8.633,NA,14.333,2023,SHI CONG
17728,m,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",SR,2,6,8.4,NA,14.4,2023,SHI CONG
17729,m,CHN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",VT,3,5.6,9.066,NA,14.666,2023,SHI CONG
17827,m,GER,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",VT1,5,5.2,9.266,NA,14.466,2023,SISSAKIS DARIO
17829,m,GER,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",VT2,5,5.2,7.9,NA,13.1,2023,SISSAKIS DARIO
17878,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",VT1,5,5.2,9.13,0,14.333,2022,SKINNER HAYDEN
17880,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",VT2,5,5.2,7.67,0.3,13.166,2022,SKINNER HAYDEN
17882,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",FX,5,6.1,6.75,0,12.85,2023,SKINNER HAYDEN
17883,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,3,6.1,7.55,0.2,13.45,2023,SKINNER HAYDEN
17886,m,GBR,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",FX,4,6.1,7.7,NA,13.8,2023,SKINNER HAYDEN
17887,m,GBR,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,4,6.1,7.666,0.2,13.566,2023,SKINNER HAYDEN
17890,m,USA,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",PH,5,6.1,8.166,NA,14.266,2023,SKIRKEY IAN
17891,m,USA,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,2,6.5,8.2,NA,14.7,2023,SKIRKEY IAN
18028,m,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,4,6.3,7.833,NA,14.133,2022,SOUZA CAIO
18043,m,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT2,5,5.6,8.9,NA,14.5,2022,SOUZA CAIO
18044,m,BRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,5,5.6,9,NA,14.6,2022,SOUZA CAIO
18120,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",PH,3,4.5,8.4,0,12.9,2023,STANLEY JACK
18225,m,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",HB,3,5.9,8.6,NA,14.5,2023,SU WEIDE
18226,m,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,5,6,8.3,NA,14.3,2023,SU WEIDE
18248,m,JPN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PB,3,6.3,8.7,NA,15,2023,SUGIMOTO KAITO
18249,m,JPN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,3,6.3,8.866,NA,15.166,2023,SUGIMOTO KAITO
18254,m,JPN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",HB,3,5.5,8.733,NA,14.23,2023,SUGIMOTO KAITO
18256,m,JPN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",PB,2,6.3,8.6,NA,14.9,2023,SUGIMOTO KAITO
18257,m,JPN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",PB,3,6.3,8.566,NA,14.866,2023,SUGIMOTO KAITO
18260,m,JPN,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",FX,5,5.9,7.933,NA,13.833,2023,SUGINO TAKAAKI
18263,m,JPN,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",PH,4,6.4,8.433,NA,14.833,2023,SUGINO TAKAAKI
18264,m,JPN,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",PH,2,6.2,8.4,NA,14.6,2023,SUGINO TAKAAKI
18291,m,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",HB,4,6.4,8.033,NA,14.433,2022,SUN WEI
18292,m,CHN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,2,6.4,8.433,NA,14.833,2022,SUN WEI
18303,m,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",HB,3,6.1,8.133,NA,14.233,2023,SUN WEI
18312,m,CHN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",SR,1,5.9,8.366,NA,14.266,2023,SUN WEI
18491,m,CAN,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT1,4,4.8,9,NA,13.8,2022,SAUVE LEANDRE
18494,m,CAN,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT2,4,5.2,9.25,NA,14.45,2022,SAUVE LEANDRE
18496,m,CAN,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,5,5.5,8.55,NA,14.05,2022,SAUVE LEANDRE
18497,m,CAN,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT1,2,5.2,9.35,NA,14.55,2022,SAUVE LEANDRE
18498,m,CAN,2022-10-09,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",VT1,2,5.2,9.2,NA,14.4,2022,SAUVE LEANDRE
18499,m,CAN,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT2,2,5.2,8.95,0.1,14.05,2022,SAUVE LEANDRE
18500,m,CAN,2022-10-09,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",VT2,2,5.2,9.05,NA,14.25,2022,SAUVE LEANDRE
18502,m,CAN,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",VT1,2,5.2,9.466,NA,14.666,2022,SAUVE LEANDRE
18503,m,CAN,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",VT1,2,5.2,9.15,NA,14.35,2022,SAUVE LEANDRE
18504,m,CAN,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",VT2,2,5.2,8.95,NA,14.15,2022,SAUVE LEANDRE
18505,m,CAN,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",VT2,2,5.2,9.066,0.1,14.166,2022,SAUVE LEANDRE
18555,m,GER,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",VT1,5,5.2,8.966,0.1,14.066,2022,SCHULTZE TOM
18556,m,GER,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT1,5,5.2,9.133,NA,14.333,2022,SCHULTZE TOM
18557,m,GER,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",VT2,5,5.2,9.133,NA,14.333,2022,SCHULTZE TOM
18558,m,GER,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT2,5,5.2,9.233,NA,14.433,2022,SCHULTZE TOM
18563,m,GER,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",FX,3,5.3,8.733,NA,14.033,2022,SCHULTZE TOM
18569,m,GER,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",SR,5,5.7,8.05,NA,13.75,2023,SCHULTZE TOM
18575,m,SUI,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",HB,3,5.9,8.1,NA,14,2022,SEIFERT NOE
18577,m,SUI,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",PB,2,6.1,8.3,NA,14.4,2022,SEIFERT NOE
18578,m,SUI,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,3,6.1,8.45,NA,14.55,2022,SEIFERT NOE
18653,m,CHN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",HB,1,6.2,7.933,NA,14.133,2022,SHI CONG
18654,m,CHN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PB,2,6.3,8.567,NA,14.867,2022,SHI CONG
18656,m,CHN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",SR,5,6,8.2,NA,14.2,2022,SHI CONG
18782,m,GER,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,4,5.6,8.3,NA,13.9,2022,SISSAKIS DARIO
18804,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,4,6.5,6.15,NA,12.65,2022,SKIRKEY IAN
18805,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,3,6.5,7.95,NA,14.45,2023,SKIRKEY IAN
18865,m,JPN,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",PB,3,5.8,8.35,NA,14.15,2022,SOICHIRO TANABE
18866,m,JPN,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",PB,5,5.8,8.3,NA,14.1,2022,SOICHIRO TANABE
18867,m,JPN,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",SR,3,6,8.166,NA,14.166,2022,SOICHIRO TANABE
18868,m,JPN,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",SR,3,6,8.15,NA,14.15,2022,SOICHIRO TANABE
18884,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",HB,4,6.3,7.7,NA,14,2022,SOUZA CAIO
18885,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",HB,3,6.3,7.966,NA,14.266,2022,SOUZA CAIO
18886,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",PB,4,6,8.233,NA,14.233,2022,SOUZA CAIO
18887,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,2,6,8.95,NA,14.95,2022,SOUZA CAIO
18889,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",PH,3,5.4,8.233,NA,13.633,2022,SOUZA CAIO
18890,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",SR,2,6.2,8.533,NA,14.733,2022,SOUZA CAIO
18891,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",SR,5,6,8.2,NA,14.2,2022,SOUZA CAIO
18892,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",VT1,2,5.6,9,NA,14.6,2022,SOUZA CAIO
18893,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT1,2,5.6,9,NA,14.6,2022,SOUZA CAIO
18894,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT2,2,5.6,8.95,0.3,14.25,2022,SOUZA CAIO
18895,m,BRA,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",VT2,2,5.6,9.033,NA,14.633,2022,SOUZA CAIO
18898,m,BRA,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",PB,1,6,8.7,NA,14.7,2022,SOUZA CAIO
18902,m,BRA,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",VT1,2,5.6,9.3,NA,14.9,2022,SOUZA CAIO
18903,m,BRA,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",VT1,1,5.6,9.05,NA,14.65,2022,SOUZA CAIO
